"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_first","html-keyboard-response","289","645433","0.0-89.0-2.0","2709.7000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","59.25","50","59.25","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","290","646560","0.0-89.0-5.0-0.0","1127","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","291","647362","0.0-89.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","292","648569","0.0-89.0-6.0","1206.3999999761581","Confidence judgment (second response)","","","-1","-1","","","","right","59.25","50","59.25","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","293","648570","0.0-90.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","11","26","257","300","43","right","59.25","true","2709.7000000476837","3","yes","left","right","59.25","false","true","1206.3999999761581","","","","","","",""
"","fixation","html-keyboard-response","294","649943","0.0-91.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","295","650447","0.0-91.0-1.0","null","[Dot display: left=300, right=257, diff=43]","null","","-1","-1","300","257","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","296","652739","0.0-91.0-2.0","2291.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","left","64","64","50","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","297","654281","0.0-91.0-4.0-0.0","1541","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","298","655082","0.0-91.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","299","657378","0.0-91.0-6.0","2295.100000023842","Confidence judgment (second response)","","","-1","-1","","","","left","81.25","81.25","50","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","300","657378","0.0-92.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","12","27","300","257","43","left","64","true","2291.2000000476837","2","yes","left","left","81.25","true","true","2295.100000023842","","","","","","",""
"","fixation","html-keyboard-response","301","658618","0.0-93.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","302","659121","0.0-93.0-1.0","null","[Dot display: left=257, right=300, diff=43]","null","","-1","-1","257","300","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","303","661462","0.0-93.0-2.0","2340.600000023842","Confidence judgement (first response)","","","-1","-1","","","","right","56","50","56","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","304","662494","0.0-93.0-3.0-0.0","1031","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","305","663295","0.0-93.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","306","664186","0.0-93.0-6.0","891.3000000715256","Confidence judgment (second response)","","","-1","-1","","","","right","56","50","56","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","307","664187","0.0-94.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","13","28","257","300","43","right","56","true","2340.600000023842","1","yes","left","right","56","false","true","891.3000000715256","","","","","","",""
"","fixation","html-keyboard-response","308","665536","0.0-95.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","309","666040","0.0-95.0-1.0","null","[Dot display: left=258, right=300, diff=42]","null","","-1","-1","258","300","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","310","668170","0.0-95.0-2.0","2128.6999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","64","50","64","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","311","670373","0.0-95.0-4.0-0.0","2202","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","312","671175","0.0-95.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","313","674471","0.0-95.0-6.0","3295.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","71.25","50","71.25","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","314","674472","0.0-96.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","14","29","258","300","42","right","64","true","2128.6999999284744","2","yes","right","right","71.25","true","true","3295.7999999523163","","","","","","",""
"","block_message","html-button-response","315","808935","0.0-97.0","134462","block message","0","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","316","810262","0.0-98.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","317","810764","0.0-98.0-1.0","null","[Dot display: left=300, right=258, diff=42]","null","","-1","-1","300","258","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","318","812810","0.0-98.0-2.0","2044.6000000238419","Confidence judgement (first response)","","","-1","-1","","","","left","56.5","56.5","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","319","814556","0.0-98.0-3.0-0.0","1746","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","320","815358","0.0-98.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","321","816534","0.0-98.0-6.0","1175.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","left","56.5","56.5","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","322","816535","0.0-99.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","0","30","300","258","42","left","56.5","true","2044.6000000238419","1","no","right","left","56.5","false","true","1175.7999999523163","","","","","","",""
"","attncheck","html-button-response","323","820173","0.0-100.0","3637","attncheck","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","","",""
"","fixation","html-keyboard-response","324","821433","0.0-101.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","325","821936","0.0-101.0-1.0","null","[Dot display: left=258, right=300, diff=42]","null","","-1","-1","258","300","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","326","824955","0.0-101.0-2.0","3018.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","55","50","55","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","327","826218","0.0-101.0-5.0-0.0","1263","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","328","827020","0.0-101.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","329","827766","0.0-101.0-6.0","744.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","55","50","55","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","330","827766","0.0-102.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","1","31","258","300","42","right","55","true","3018.2999999523163","3","no","right","right","55","true","true","744.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","331","829258","0.0-103.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","332","829761","0.0-103.0-1.0","null","[Dot display: left=259, right=300, diff=41]","null","","-1","-1","259","300","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","333","832127","0.0-103.0-2.0","2364.6999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","55.5","50","55.5","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","334","834692","0.0-103.0-4.0-0.0","2565","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","335","835494","0.0-103.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","336","836423","0.0-103.0-6.0","928.5","Confidence judgment (second response)","","","-1","-1","","","","right","55.5","50","55.5","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","337","836424","0.0-104.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","2","32","259","300","41","right","55.5","true","2364.6999999284744","2","no","right","right","55.5","true","true","928.5","","","","","","",""
"","fixation","html-keyboard-response","338","837629","0.0-105.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","339","838131","0.0-105.0-1.0","null","[Dot display: left=300, right=259, diff=41]","null","","-1","-1","300","259","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","340","840315","0.0-105.0-2.0","2182.6999999284744","Confidence judgement (first response)","","","-1","-1","","","","left","67.25","67.25","50","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","341","841871","0.0-105.0-3.0-0.0","1555","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","342","842673","0.0-105.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","343","843525","0.0-105.0-6.0","851","Confidence judgment (second response)","","","-1","-1","","","","left","67.25","67.25","50","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","344","843526","0.0-106.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","3","33","300","259","41","left","67.25","true","2182.6999999284744","1","yes","left","left","67.25","true","true","851","","","","","","",""
"","fixation","html-keyboard-response","345","844975","0.0-107.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","346","845478","0.0-107.0-1.0","null","[Dot display: left=300, right=259, diff=41]","null","","-1","-1","300","259","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","347","847415","0.0-107.0-2.0","1935.6000000238419","Confidence judgement (first response)","","","-1","-1","","","","left","83.25","83.25","50","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","348","848710","0.0-107.0-3.0-0.0","1294","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","349","849511","0.0-107.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","350","850179","0.0-107.0-6.0","667.3999999761581","Confidence judgment (second response)","","","-1","-1","","","","left","83.25","83.25","50","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","351","850180","0.0-108.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","4","34","300","259","41","left","83.25","true","1935.6000000238419","1","yes","left","left","83.25","true","true","667.3999999761581","","","","","","",""
"","fixation","html-keyboard-response","352","851472","0.0-109.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","353","851979","0.0-109.0-1.0","null","[Dot display: left=259, right=300, diff=41]","null","","-1","-1","259","300","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","354","854419","0.0-109.0-2.0","2438.5999999046326","Confidence judgement (first response)","","","-1","-1","","","","right","73.5","50","73.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","355","855921","0.0-109.0-5.0-0.0","1501","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","356","856722","0.0-109.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","357","858081","0.0-109.0-6.0","1357.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","73.5","50","73.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","358","858081","0.0-110.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","5","35","259","300","41","right","73.5","true","2438.5999999046326","3","yes","left","right","73.5","false","true","1357.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","359","859533","0.0-111.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","360","860037","0.0-111.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","361","863458","0.0-111.0-2.0","3420.399999976158","Confidence judgement (first response)","","","-1","-1","","","","left","75.5","75.5","50","false","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","362","865204","0.0-111.0-4.0-0.0","1746","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","363","866006","0.0-111.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","364","867587","0.0-111.0-6.0","1580.7000000476837","Confidence judgment (second response)","","","-1","-1","","","","left","75.5","75.5","50","false","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","365","867588","0.0-112.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","6","36","260","300","40","left","75.5","false","3420.399999976158","2","yes","right","left","75.5","true","false","1580.7000000476837","","","","","","",""
"","fixation","html-keyboard-response","366","868837","0.0-113.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","367","869339","0.0-113.0-1.0","null","[Dot display: left=259, right=300, diff=41]","null","","-1","-1","259","300","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","368","871463","0.0-113.0-2.0","2122.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","left","75.75","75.75","50","false","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","369","873416","0.0-113.0-4.0-0.0","1952","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","370","874218","0.0-113.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","371","876720","0.0-113.0-6.0","2501.5999999046326","Confidence judgment (second response)","","","-1","-1","","","","left","87","87","50","false","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","372","876721","0.0-114.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","7","37","259","300","41","left","75.75","false","2122.7999999523163","2","yes","left","left","87","false","false","2501.5999999046326","","","","","","",""
"","fixation","html-keyboard-response","373","878116","0.0-115.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","374","878619","0.0-115.0-1.0","null","[Dot display: left=258, right=300, diff=42]","null","","-1","-1","258","300","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","375","881105","0.0-115.0-2.0","2484.5","Confidence judgement (first response)","","","-1","-1","","","","left","76","76","50","false","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","376","882772","0.0-115.0-5.0-0.0","1667","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","377","883574","0.0-115.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","378","884988","0.0-115.0-6.0","1413.9000000953674","Confidence judgment (second response)","","","-1","-1","","","","left","76","76","50","false","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","379","884989","0.0-116.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","8","38","258","300","42","left","76","false","2484.5","3","yes","left","left","76","false","false","1413.9000000953674","","","","","","",""
"","fixation","html-keyboard-response","380","886417","0.0-117.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","381","886920","0.0-117.0-1.0","null","[Dot display: left=300, right=257, diff=43]","null","","-1","-1","300","257","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","382","891150","0.0-117.0-2.0","4228.800000071526","Confidence judgement (first response)","","","-1","-1","","","","left","77","77","50","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","383","893858","0.0-117.0-3.0-0.0","2708","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","384","894660","0.0-117.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","385","895899","0.0-117.0-6.0","1238.2000000476837","Confidence judgment (second response)","","","-1","-1","","","","left","77","77","50","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","386","895899","0.0-118.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","9","39","300","257","43","left","77","true","4228.800000071526","1","yes","left","left","77","true","true","1238.2000000476837","","","","","","",""
"","fixation","html-keyboard-response","387","897344","0.0-119.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","388","897847","0.0-119.0-1.0","null","[Dot display: left=257, right=300, diff=43]","null","","-1","-1","257","300","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","389","901991","0.0-119.0-2.0","4143","Confidence judgement (first response)","","","-1","-1","","","","left","71.75","71.75","50","false","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","390","905119","0.0-119.0-5.0-0.0","3128","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","391","905921","0.0-119.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","392","907323","0.0-119.0-6.0","1399.6999999284744","Confidence judgment (second response)","","","-1","-1","","","","left","71.75","71.75","50","false","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","393","907324","0.0-120.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","10","40","257","300","43","left","71.75","false","4143","3","yes","left","left","71.75","false","false","1399.6999999284744","","","","","","",""
"","fixation","html-keyboard-response","394","908650","0.0-121.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","395","909154","0.0-121.0-1.0","null","[Dot display: left=300, right=256, diff=44]","null","","-1","-1","300","256","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","396","911123","0.0-121.0-2.0","1968.8000000715256","Confidence judgement (first response)","","","-1","-1","","","","left","95","95","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","397","912839","0.0-121.0-5.0-0.0","1715","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","398","913640","0.0-121.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","399","914521","0.0-121.0-6.0","878.7000000476837","Confidence judgment (second response)","","","-1","-1","","","","left","95","95","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","400","914522","0.0-122.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","11","41","300","256","44","left","95","true","1968.8000000715256","3","yes","left","left","95","true","true","878.7000000476837","","","","","","",""
"","attncheck","html-button-response","401","917294","0.0-123.0","2771","attncheck","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","","",""
"","fixation","html-keyboard-response","402","918682","0.0-124.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","403","919185","0.0-124.0-1.0","null","[Dot display: left=300, right=256, diff=44]","null","","-1","-1","300","256","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","404","923679","0.0-124.0-2.0","4493.199999928474","Confidence judgement (first response)","","","-1","-1","","","","left","68.5","68.5","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","405","925060","0.0-124.0-4.0-0.0","1380","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","406","925861","0.0-124.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","407","926681","0.0-124.0-6.0","818.5999999046326","Confidence judgment (second response)","","","-1","-1","","","","left","68.5","68.5","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","408","926682","0.0-125.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","12","42","300","256","44","left","68.5","true","4493.199999928474","2","yes","left","left","68.5","true","true","818.5999999046326","","","","","","",""
"","attncheck","html-button-response","409","930582","0.0-126.0","3899","attncheck","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","","",""
"","fixation","html-keyboard-response","410","931863","0.0-127.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","411","932366","0.0-127.0-1.0","null","[Dot display: left=256, right=300, diff=44]","null","","-1","-1","256","300","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","412","934274","0.0-127.0-2.0","1907.5","Confidence judgement (first response)","","","-1","-1","","","","right","66.25","50","66.25","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","413","936466","0.0-127.0-3.0-0.0","2192","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","414","937268","0.0-127.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","415","938333","0.0-127.0-6.0","1063.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","66.25","50","66.25","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","416","938333","0.0-128.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","13","43","256","300","44","right","66.25","true","1907.5","1","yes","left","right","66.25","false","true","1063.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","417","939747","0.0-129.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","418","940249","0.0-129.0-1.0","null","[Dot display: left=256, right=300, diff=44]","null","","-1","-1","256","300","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","419","942606","0.0-129.0-2.0","2356.1999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","62.25","50","62.25","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","420","944123","0.0-129.0-4.0-0.0","1516","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","421","944925","0.0-129.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","422","945886","0.0-129.0-6.0","960.6999999284744","Confidence judgment (second response)","","","-1","-1","","","","right","62.25","50","62.25","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","423","945887","0.0-130.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","14","44","256","300","44","right","62.25","true","2356.1999999284744","2","yes","right","right","62.25","true","true","960.6999999284744","","","","","","",""
"","block_message","html-button-response","424","1036355","0.0-131.0","90467","block message","0","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","",""
