"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","317","942003","0.0-78.0","28","male","","","","","","","","","","","","","","","1","14","29","300","235","65","left","74","3","yes","left","left","54.2265625","true","","","","","",""
"1248","block message","0","block_message","html-button-response","318","943252","0.0-79.0","28","male","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"1199","attncheck","1","attncheck","html-button-response","319","944451","0.0-80.0","28","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","320","944705","0.0-81.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","321","945215","0.0-81.0-1.0","28","male","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468.0000000001164","Confidence judgement (first response)","","confidence_first","html-keyboard-response","322","946685","0.0-81.0-2.0","28","male","","-1","-1","","","","left","61.5","61.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"1000","forcedAdvice","0","forced_advice_display","html-button-response","323","947687","0.0-81.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","324","948489","0.0-81.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1542","Confidence judgment (second response)","","confidence_second","html-keyboard-response","325","950034","0.0-81.0-6.0","28","male","","-1","-1","","","","left","61.9765625","61.9765625","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","326","950036","0.0-82.0","28","male","","","","","","","","","","","","","","","2","0","30","300","236","64","left","61.5","2","yes","left","left","61.9765625","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","327","950254","0.0-83.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","328","950766","0.0-83.0-1.0","28","male","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1366","Confidence judgement (first response)","","confidence_first","html-keyboard-response","329","952135","0.0-83.0-2.0","28","male","","-1","-1","","","","left","79.25","79.25","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"1048","[advice choice Y,N]","0","advice_choice","html-button-response","330","953184","0.0-83.0-3.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","331","953986","0.0-83.0-3.0-1.0-0.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1297.0000000001164","Confidence judgment (second response)","","confidence_second","html-keyboard-response","332","955285","0.0-83.0-6.0","28","male","","-1","-1","","","","left","79.4765625","79.4765625","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","333","955286","0.0-84.0","28","male","","","","","","","","","","","","","","","2","1","31","300","236","64","left","79.25","1","yes","left","left","79.4765625","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","334","955595","0.0-85.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","335","956107","0.0-85.0-1.0","28","male","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1576","Confidence judgement (first response)","","confidence_first","html-keyboard-response","336","957685","0.0-85.0-2.0","28","male","","-1","-1","","","","right","74.75","50","74.75","true","63","","","","","","","","","","","","","","","","","","","","","",""
"1047","forcedAdvice","0","forced_advice_display","html-button-response","337","958733","0.0-85.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","338","959535","0.0-85.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"3517.0000000001164","Confidence judgment (second response)","","confidence_second","html-keyboard-response","339","963053","0.0-85.0-6.0","28","male","","-1","-1","","","","right","85.2734375","50","85.2734375","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","340","963055","0.0-86.0","28","male","","","","","","","","","","","","","","","2","2","32","237","300","63","right","74.75","2","yes","right","right","85.2734375","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","341","963321","0.0-87.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","342","963829","0.0-87.0-1.0","28","male","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1637.0000000001164","Confidence judgement (first response)","","confidence_first","html-keyboard-response","343","965468","0.0-87.0-2.0","28","male","","-1","-1","","","","left","64.5","64.5","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"931","noAdvice","0","no_advice_display","html-button-response","344","966400","0.0-87.0-5.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","345","967203","0.0-87.0-5.0-1.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2349","Confidence judgment (second response)","","confidence_second","html-keyboard-response","346","969555","0.0-87.0-6.0","28","male","","-1","-1","","","","left","65.4765625","65.4765625","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","347","969556","0.0-88.0","28","male","","","","","","","","","","","","","","","2","3","33","300","237","63","left","64.5","3","yes","right","left","65.4765625","false","","","","","",""
"1145","block message","0","block_message","html-button-response","348","970702","0.0-89.0","28","male","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","349","971065","0.0-90.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","350","971574","0.0-90.0-1.0","28","male","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1842","Confidence judgement (first response)","","confidence_first","html-keyboard-response","351","973417","0.0-90.0-2.0","28","male","","-1","-1","","","","right","67.25","50","67.25","true","62","","","","","","","","","","","","","","","","","","","","","",""
"883","forcedAdvice","0","forced_advice_display","html-button-response","352","974301","0.0-90.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","353","975103","0.0-90.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1627.9999999998836","Confidence judgment (second response)","","confidence_second","html-keyboard-response","354","976733","0.0-90.0-6.0","28","male","","-1","-1","","","","right","68.5234375","50","68.5234375","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","355","976734","0.0-91.0","28","male","","","","","","","","","","","","","","","2","4","34","237","300","63","right","67.25","2","yes","right","right","68.5234375","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","356","977206","0.0-92.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=238, diff=62]","null","numerosity","html-keyboard-response","357","977715","0.0-92.0-1.0","28","male","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2067.9999999998836","Confidence judgement (first response)","","confidence_first","html-keyboard-response","358","979785","0.0-92.0-2.0","28","male","","-1","-1","","","","left","69.5","69.5","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"1397","noAdvice","0","no_advice_display","html-button-response","359","981183","0.0-92.0-5.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","360","981985","0.0-92.0-5.0-1.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2196","Confidence judgment (second response)","","confidence_second","html-keyboard-response","361","984183","0.0-92.0-6.0","28","male","","-1","-1","","","","left","67.4765625","67.4765625","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","362","984184","0.0-93.0","28","male","","","","","","","","","","","","","","","2","5","35","300","238","62","left","69.5","3","yes","right","left","67.4765625","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","363","984551","0.0-94.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=238, diff=62]","null","numerosity","html-keyboard-response","364","985061","0.0-94.0-1.0","28","male","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1904.9999999998836","Confidence judgement (first response)","","confidence_first","html-keyboard-response","365","986967","0.0-94.0-2.0","28","male","","-1","-1","","","","left","82","82","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"2200","[advice choice Y,N]","0","advice_choice","html-button-response","366","989168","0.0-94.0-3.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","367","989972","0.0-94.0-3.0-1.0-0.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"2085","Confidence judgment (second response)","","confidence_second","html-keyboard-response","368","992058","0.0-94.0-6.0","28","male","","-1","-1","","","","left","80.4765625","80.4765625","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","369","992060","0.0-95.0","28","male","","","","","","","","","","","","","","","2","6","36","300","238","62","left","82","1","yes","left","left","80.4765625","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","370","992538","0.0-96.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","371","993046","0.0-96.0-1.0","28","male","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2452","Confidence judgement (first response)","","confidence_first","html-keyboard-response","372","995500","0.0-96.0-2.0","28","male","","-1","-1","","","","right","90.5","50","90.5","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1669","[advice choice Y,N]","0","advice_choice","html-button-response","373","997170","0.0-96.0-3.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","374","997972","0.0-96.0-3.0-1.0-0.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"3467","Confidence judgment (second response)","","confidence_second","html-keyboard-response","375","1001442","0.0-96.0-6.0","28","male","","-1","-1","","","","right","62.7734375","50","62.7734375","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","376","1001444","0.0-97.0","28","male","","","","","","","","","","","","","","","2","7","37","238","300","62","right","90.5","1","yes","left","right","62.7734375","false","","","","","",""
"1506","attncheck","1","attncheck","html-button-response","377","1002952","0.0-98.0","28","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","378","1003283","0.0-99.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","379","1003796","0.0-99.0-1.0","28","male","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1736","Confidence judgement (first response)","","confidence_first","html-keyboard-response","380","1005533","0.0-99.0-2.0","28","male","","-1","-1","","","","right","87.25","50","87.25","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1570","[advice choice Y,N]","0","advice_choice","html-button-response","381","1007104","0.0-99.0-3.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","382","1007907","0.0-99.0-3.0-1.0-0.0","28","male","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"2192","Confidence judgment (second response)","","confidence_second","html-keyboard-response","383","1010101","0.0-99.0-6.0","28","male","","-1","-1","","","","right","90.0234375","50","90.0234375","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","384","1010103","0.0-100.0","28","male","","","","","","","","","","","","","","","2","8","38","239","300","61","right","87.25","1","yes","right","right","90.0234375","true","","","","","",""
"1182","block message","0","block_message","html-button-response","385","1011289","0.0-101.0","28","male","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","386","1011590","0.0-102.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=239, diff=61]","null","numerosity","html-keyboard-response","387","1012102","0.0-102.0-1.0","28","male","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2329.9999999998836","Confidence judgement (first response)","","confidence_first","html-keyboard-response","388","1014434","0.0-102.0-2.0","28","male","","-1","-1","","","","right","72.75","50","72.75","false","62","","","","","","","","","","","","","","","","","","","","","",""
"964","noAdvice","0","no_advice_display","html-button-response","389","1015400","0.0-102.0-5.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","390","1016202","0.0-102.0-5.0-1.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1817","Confidence judgment (second response)","","confidence_second","html-keyboard-response","391","1018023","0.0-102.0-6.0","28","male","","-1","-1","","","","right","75.2734375","50","75.2734375","false","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","392","1018024","0.0-103.0","28","male","","","","","","","","","","","","","","","2","9","39","300","239","61","right","72.75","3","yes","right","right","75.2734375","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","393","1018253","0.0-104.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","394","1018763","0.0-104.0-1.0","28","male","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1767","Confidence judgement (first response)","","confidence_first","html-keyboard-response","395","1020533","0.0-104.0-2.0","28","male","","-1","-1","","","","right","74.75","50","74.75","true","62","","","","","","","","","","","","","","","","","","","","","",""
"1315","[advice choice Y,N]","0","advice_choice","html-button-response","396","1021849","0.0-104.0-3.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","397","1022651","0.0-104.0-3.0-1.0-0.0","28","male","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1611.9999999998836","Confidence judgment (second response)","","confidence_second","html-keyboard-response","398","1024266","0.0-104.0-6.0","28","male","","-1","-1","","","","right","80.5234375","50","80.5234375","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","399","1024269","0.0-105.0","28","male","","","","","","","","","","","","","","","2","10","40","238","300","62","right","74.75","1","yes","right","right","80.5234375","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","400","1024697","0.0-106.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","401","1025210","0.0-106.0-1.0","28","male","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1689.9999999998836","Confidence judgement (first response)","","confidence_first","html-keyboard-response","402","1026900","0.0-106.0-2.0","28","male","","-1","-1","","","","right","94.5","50","94.5","true","62","","","","","","","","","","","","","","","","","","","","","",""
"949","forcedAdvice","0","forced_advice_display","html-button-response","403","1027851","0.0-106.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","404","1028654","0.0-106.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1779","Confidence judgment (second response)","","confidence_second","html-keyboard-response","405","1030436","0.0-106.0-6.0","28","male","","-1","-1","","","","right","75.2734375","50","75.2734375","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","406","1030438","0.0-107.0","28","male","","","","","","","","","","","","","","","2","11","41","238","300","62","right","94.5","2","yes","left","right","75.2734375","false","","","","","",""
"2242","attncheck","2","attncheck","html-button-response","407","1032682","0.0-108.0","28","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"null","fixation","null","fixation","html-keyboard-response","408","1033073","0.0-109.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","409","1033584","0.0-109.0-1.0","28","male","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1678.9999999998836","Confidence judgement (first response)","","confidence_first","html-keyboard-response","410","1035266","0.0-109.0-2.0","28","male","","-1","-1","","","","right","76.75","50","76.75","true","61","","","","","","","","","","","","","","","","","","","","","",""
"898","noAdvice","0","no_advice_display","html-button-response","411","1036166","0.0-109.0-5.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","412","1036967","0.0-109.0-5.0-1.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2264.9999999998836","Confidence judgment (second response)","","confidence_second","html-keyboard-response","413","1039235","0.0-109.0-6.0","28","male","","-1","-1","","","","right","88.7734375","50","88.7734375","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","414","1039236","0.0-110.0","28","male","","","","","","","","","","","","","","","2","12","42","238","300","62","right","76.75","3","yes","left","right","88.7734375","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","415","1039508","0.0-111.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","416","1040019","0.0-111.0-1.0","28","male","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2196","Confidence judgement (first response)","","confidence_first","html-keyboard-response","417","1042217","0.0-111.0-2.0","28","male","","-1","-1","","","","right","70.75","50","70.75","true","61","","","","","","","","","","","","","","","","","","","","","",""
"985","forcedAdvice","0","forced_advice_display","html-button-response","418","1043204","0.0-111.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","419","1044006","0.0-111.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1756.9999999998836","Confidence judgment (second response)","","confidence_second","html-keyboard-response","420","1045767","0.0-111.0-6.0","28","male","","-1","-1","","","","right","78.7734375","50","78.7734375","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","421","1045768","0.0-112.0","28","male","","","","","","","","","","","","","","","2","13","43","239","300","61","right","70.75","2","yes","right","right","78.7734375","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","422","1046161","0.0-113.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","423","1046673","0.0-113.0-1.0","28","male","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1609","Confidence judgement (first response)","","confidence_first","html-keyboard-response","424","1048284","0.0-113.0-2.0","28","male","","-1","-1","","","","right","96.5","50","96.5","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1016","noAdvice","0","no_advice_display","html-button-response","425","1049302","0.0-113.0-5.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","426","1050104","0.0-113.0-5.0-1.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2426","Confidence judgment (second response)","","confidence_second","html-keyboard-response","427","1052532","0.0-113.0-6.0","28","male","","-1","-1","","","","right","95.0234375","50","95.0234375","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","428","1052533","0.0-114.0","28","male","","","","","","","","","","","","","","","2","14","44","239","300","61","right","96.5","3","yes","right","right","95.0234375","true","","","","","",""
"1899","block message","0","block_message","html-button-response","429","1054433","0.0-115.0","28","male","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","430","1054819","0.0-116.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=239, diff=61]","null","numerosity","html-keyboard-response","431","1055329","0.0-116.0-1.0","28","male","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4237","Confidence judgement (first response)","","confidence_first","html-keyboard-response","432","1059568","0.0-116.0-2.0","28","male","","-1","-1","","","","left","74","74","50","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1032","forcedAdvice","0","forced_advice_display","html-button-response","433","1060601","0.0-116.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","434","1061403","0.0-116.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1728","Confidence judgment (second response)","","confidence_second","html-keyboard-response","435","1063134","0.0-116.0-6.0","28","male","","-1","-1","","","","left","72.9765625","72.9765625","50","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","436","1063135","0.0-117.0","28","male","","","","","","","","","","","","","","","3","0","45","300","239","61","left","74","2","yes","left","left","72.9765625","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","437","1063394","0.0-118.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=240, diff=60]","null","numerosity","html-keyboard-response","438","1063906","0.0-118.0-1.0","28","male","","-1","-1","300","240","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1576","Confidence judgement (first response)","","confidence_first","html-keyboard-response","439","1065483","0.0-118.0-2.0","28","male","","-1","-1","","","","left","77.25","77.25","50","true","60","","","","","","","","","","","","","","","","","","","","","",""
"1866","[advice choice Y,N]","0","advice_choice","html-button-response","440","1067350","0.0-118.0-3.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","441","1068152","0.0-118.0-3.0-1.0-0.0","28","male","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1480","Confidence judgment (second response)","","confidence_second","html-keyboard-response","442","1069635","0.0-118.0-6.0","28","male","","-1","-1","","","","left","79.7265625","79.7265625","50","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","443","1069637","0.0-119.0","28","male","","","","","","","","","","","","","","","3","1","46","300","240","60","left","77.25","1","yes","left","left","79.7265625","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","444","1070040","0.0-120.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=240, right=300, diff=60]","null","numerosity","html-keyboard-response","445","1070550","0.0-120.0-1.0","28","male","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2898","Confidence judgement (first response)","","confidence_first","html-keyboard-response","446","1073449","0.0-120.0-2.0","28","male","","-1","-1","","","","right","58.25","50","58.25","true","60","","","","","","","","","","","","","","","","","","","","","",""
"938","forcedAdvice","0","forced_advice_display","html-button-response","447","1074388","0.0-120.0-4.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","448","1075190","0.0-120.0-4.0-1.0","28","male","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1390.0000000002328","Confidence judgment (second response)","","confidence_second","html-keyboard-response","449","1076583","0.0-120.0-6.0","28","male","","-1","-1","","","","right","62.0234375","50","62.0234375","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","450","1076585","0.0-121.0","28","male","","","","","","","","","","","","","","","3","2","47","240","300","60","right","58.25","2","yes","right","right","62.0234375","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","451","1077047","0.0-122.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=240, right=300, diff=60]","null","numerosity","html-keyboard-response","452","1077558","0.0-122.0-1.0","28","male","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1522","Confidence judgement (first response)","","confidence_first","html-keyboard-response","453","1079082","0.0-122.0-2.0","28","male","","-1","-1","","","","right","69.75","50","69.75","true","60","","","","","","","","","","","","","","","","","","","","","",""
"1033","noAdvice","0","no_advice_display","html-button-response","454","1080116","0.0-122.0-5.0-0.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","455","1080917","0.0-122.0-5.0-1.0","28","male","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2462.999999999767","Confidence judgment (second response)","","confidence_second","html-keyboard-response","456","1083383","0.0-122.0-6.0","28","male","","-1","-1","","","","right","68.0234375","50","68.0234375","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","457","1083384","0.0-123.0","28","male","","","","","","","","","","","","","","","3","3","48","240","300","60","right","69.75","3","yes","right","right","68.0234375","true","","","","","",""
