"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","blank_screen","html-keyboard-response","277","1656843","0.0-85.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","278","1658186","0.0-85.0-6.0","1340.5","Confidence judgment (second response)","","","-1","-1","","","","right","84.5","50","84.5","false","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","279","1658188","0.0-86.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","9","24","300","262","38","right","84.5","false","1543.6000000238419","1","no","left","right","84.5","true","false","1340.5","","","","","","",""
"","fixation","html-keyboard-response","280","1659679","0.0-87.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","281","1660191","0.0-87.0-1.0","null","[Dot display: left=300, right=261, diff=39]","null","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","282","1661873","0.0-87.0-2.0","1679.8000000715256","Confidence judgement (first response)","","","-1","-1","","","","right","81","50","81","false","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","283","1663006","0.0-87.0-4.0-0.0","1132","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","284","1663813","0.0-87.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","285","1664807","0.0-87.0-6.0","992.5999999046326","Confidence judgment (second response)","","","-1","-1","","","","right","81","50","81","false","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","286","1664810","0.0-88.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","10","25","300","261","39","right","81","false","1679.8000000715256","2","no","left","right","81","true","false","992.5999999046326","","","","","","",""
"","attncheck","html-button-response","287","1666509","0.0-89.0","1697","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","Stop","","","","",""
"","fixation","html-keyboard-response","288","1667763","0.0-90.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","289","1668275","0.0-90.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","290","1669995","0.0-90.0-2.0","1717.1999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","81.5","50","81.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","291","1671029","0.0-90.0-5.0-0.0","1032","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","292","1671834","0.0-90.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","293","1672694","0.0-90.0-6.0","858.7000000476837","Confidence judgment (second response)","","","-1","-1","","","","right","81.5","50","81.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","294","1672698","0.0-91.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","11","26","260","300","40","right","81.5","true","1717.1999999284744","3","no","left","right","81.5","false","true","858.7000000476837","","","","","","",""
"","fixation","html-keyboard-response","295","1674099","0.0-92.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","296","1674611","0.0-92.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","297","1676500","0.0-92.0-2.0","1887.3999999761581","Confidence judgement (first response)","","","-1","-1","","","","right","98.25","50","98.25","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","298","1677633","0.0-92.0-3.0-0.0","1131","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","299","1678439","0.0-92.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","300","1679369","0.0-92.0-6.0","927.3999999761581","Confidence judgment (second response)","","","-1","-1","","","","right","98.25","50","98.25","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","301","1679371","0.0-93.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","12","27","260","300","40","right","98.25","true","1887.3999999761581","1","no","left","right","98.25","false","true","927.3999999761581","","","","","","",""
"","fixation","html-keyboard-response","302","1680753","0.0-94.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","303","1681266","0.0-94.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","304","1683188","0.0-94.0-2.0","1919.3999999761581","Confidence judgement (first response)","","","-1","-1","","","","right","85.75","50","85.75","false","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","305","1684288","0.0-94.0-5.0-0.0","1099","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","306","1685095","0.0-94.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","307","1686223","0.0-94.0-6.0","1126.5","Confidence judgment (second response)","","","-1","-1","","","","right","85.75","50","85.75","false","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","308","1686226","0.0-95.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","13","28","300","260","40","right","85.75","false","1919.3999999761581","3","no","left","right","85.75","true","false","1126.5","","","","","","",""
"","fixation","html-keyboard-response","309","1687645","0.0-96.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","310","1688157","0.0-96.0-1.0","null","[Dot display: left=259, right=300, diff=41]","null","","-1","-1","259","300","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","311","1690027","0.0-96.0-2.0","1867.9000000953674","Confidence judgement (first response)","","","-1","-1","","","","right","85.25","50","85.25","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","312","1691327","0.0-96.0-5.0-0.0","1298","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","313","1692134","0.0-96.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","314","1693428","0.0-96.0-6.0","1291.2999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","85.25","50","85.25","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","315","1693431","0.0-97.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","14","29","259","300","41","right","85.25","true","1867.9000000953674","3","no","left","right","85.25","false","true","1291.2999999523163","","","","","","",""
"","block_message","html-button-response","316","1702952","0.0-98.0","9518","block message","0","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","317","1704245","0.0-99.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","318","1704757","0.0-99.0-1.0","null","[Dot display: left=300, right=259, diff=41]","null","","-1","-1","300","259","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","319","1709355","0.0-99.0-2.0","4596.100000023842","Confidence judgement (first response)","","","-1","-1","","","","left","50.25","50.25","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","320","1710708","0.0-99.0-4.0-0.0","1352","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","321","1711515","0.0-99.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","322","1712392","0.0-99.0-6.0","875.2999999523163","Confidence judgment (second response)","","","-1","-1","","","","left","50.25","50.25","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","323","1712395","0.0-100.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","0","30","300","259","41","left","50.25","true","4596.100000023842","2","no","left","left","50.25","true","true","875.2999999523163","","","","","","",""
"","fixation","html-keyboard-response","324","1713610","0.0-101.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","325","1714123","0.0-101.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","326","1715912","0.0-101.0-2.0","1787.5999999046326","Confidence judgement (first response)","","","-1","-1","","","","left","67.5","67.5","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","327","1716946","0.0-101.0-4.0-0.0","1032","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","328","1717755","0.0-101.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","329","1719114","0.0-101.0-6.0","1356.5","Confidence judgment (second response)","","","-1","-1","","","","left","67.5","67.5","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","330","1719117","0.0-102.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","1","31","300","260","40","left","67.5","true","1787.5999999046326","2","no","left","left","67.5","true","true","1356.5","","","","","","",""
"","fixation","html-keyboard-response","331","1720405","0.0-103.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","332","1720918","0.0-103.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","333","1723031","0.0-103.0-2.0","2111.5","Confidence judgement (first response)","","","-1","-1","","","","left","74.75","74.75","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","334","1723868","0.0-103.0-3.0-0.0","835","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","335","1724676","0.0-103.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","336","1726035","0.0-103.0-6.0","1356.8999999761581","Confidence judgment (second response)","","","-1","-1","","","","left","74.75","74.75","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","337","1726038","0.0-104.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","2","32","300","260","40","left","74.75","true","2111.5","1","no","left","left","74.75","true","true","1356.8999999761581","","","","","","",""
"","fixation","html-keyboard-response","338","1727416","0.0-105.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","339","1727926","0.0-105.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","340","1729920","0.0-105.0-2.0","1992.3999999761581","Confidence judgement (first response)","","","-1","-1","","","","right","85.5","50","85.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","341","1731121","0.0-105.0-5.0-0.0","1200","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","342","1731930","0.0-105.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","343","1733043","0.0-105.0-6.0","1111","Confidence judgment (second response)","","","-1","-1","","","","right","85.5","50","85.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","344","1733045","0.0-106.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","3","33","260","300","40","right","85.5","true","1992.3999999761581","3","no","left","right","85.5","false","true","1111","","","","","","",""
"","fixation","html-keyboard-response","345","1734481","0.0-107.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","346","1734997","0.0-107.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","347","1736778","0.0-107.0-2.0","1778.5999999046326","Confidence judgement (first response)","","","-1","-1","","","","left","72.5","72.5","50","false","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","348","1737859","0.0-107.0-5.0-0.0","1080","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","349","1738665","0.0-107.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","350","1740044","0.0-107.0-6.0","1376.6000000238419","Confidence judgment (second response)","","","-1","-1","","","","left","72.5","72.5","50","false","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","351","1740048","0.0-108.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","4","34","260","300","40","left","72.5","false","1778.5999999046326","3","no","left","left","72.5","false","false","1376.6000000238419","","","","","","",""
"","fixation","html-keyboard-response","352","1741275","0.0-109.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","353","1741794","0.0-109.0-1.0","null","[Dot display: left=259, right=300, diff=41]","null","","-1","-1","259","300","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","354","1743665","0.0-109.0-2.0","1869.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","95.25","50","95.25","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","355","1744499","0.0-109.0-3.0-0.0","832","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","356","1745306","0.0-109.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","357","1746701","0.0-109.0-6.0","1392.1000000238419","Confidence judgment (second response)","","","-1","-1","","","","right","95.25","50","95.25","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","358","1746704","0.0-110.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","5","35","259","300","41","right","95.25","true","1869.2000000476837","1","no","left","right","95.25","false","true","1392.1000000238419","","","","","","",""
"","fixation","html-keyboard-response","359","1747926","0.0-111.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","360","1748439","0.0-111.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","361","1750638","0.0-111.0-2.0","2197.0999999046326","Confidence judgement (first response)","","","-1","-1","","","","left","74.5","74.5","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","362","1751655","0.0-111.0-4.0-0.0","1015","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","363","1752462","0.0-111.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","364","1753673","0.0-111.0-6.0","1208.8999999761581","Confidence judgment (second response)","","","-1","-1","","","","left","74.5","74.5","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","365","1753675","0.0-112.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","6","36","300","260","40","left","74.5","true","2197.0999999046326","2","no","left","left","74.5","true","true","1208.8999999761581","","","","","","",""
"","fixation","html-keyboard-response","366","1755132","0.0-113.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","367","1755648","0.0-113.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","368","1757276","0.0-113.0-2.0","1625.6000000238419","Confidence judgement (first response)","","","-1","-1","","","","right","95.75","50","95.75","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","369","1758177","0.0-113.0-4.0-0.0","900","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","370","1758986","0.0-113.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","371","1760093","0.0-113.0-6.0","1104.8999999761581","Confidence judgment (second response)","","","-1","-1","","","","right","95.75","50","95.75","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","372","1760113","0.0-114.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","7","37","260","300","40","right","95.75","true","1625.6000000238419","2","no","right","right","95.75","true","true","1104.8999999761581","","","","","","",""
"","attncheck","html-button-response","373","1761579","0.0-115.0","1464","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","","",""
"","fixation","html-keyboard-response","374","1763046","0.0-116.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","375","1763559","0.0-116.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","376","1766349","0.0-116.0-2.0","2788.5","Confidence judgement (first response)","","","-1","-1","","","","right","99.5","50","99.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","377","1767666","0.0-116.0-3.0-0.0","1315","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","378","1768472","0.0-116.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","379","1769552","0.0-116.0-6.0","1077","Confidence judgment (second response)","","","-1","-1","","","","right","99.5","50","99.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","380","1769571","0.0-117.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","8","38","260","300","40","right","99.5","true","2788.5","1","no","right","right","99.5","true","true","1077","","","","","","",""
"","fixation","html-keyboard-response","381","1770897","0.0-118.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","382","1771408","0.0-118.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","383","1773855","0.0-118.0-2.0","2444.100000023842","Confidence judgement (first response)","","","-1","-1","","","","left","79.5","79.5","50","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","384","1775004","0.0-118.0-3.0-0.0","1147","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","385","1775812","0.0-118.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","386","1776740","0.0-118.0-6.0","925.5","Confidence judgment (second response)","","","-1","-1","","","","left","79.5","79.5","50","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","387","1776742","0.0-119.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","9","39","300","260","40","left","79.5","true","2444.100000023842","1","no","right","left","79.5","false","true","925.5","","","","","","",""
"","fixation","html-keyboard-response","388","1778118","0.0-120.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","389","1778634","0.0-120.0-1.0","null","[Dot display: left=261, right=300, diff=39]","null","","-1","-1","261","300","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","390","1780577","0.0-120.0-2.0","1940.6000000238419","Confidence judgement (first response)","","","-1","-1","","","","right","88.5","50","88.5","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","391","1781710","0.0-120.0-4.0-0.0","1131","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","392","1782516","0.0-120.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","393","1783661","0.0-120.0-6.0","1142.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","88.5","50","88.5","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","394","1783680","0.0-121.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","10","40","261","300","39","right","88.5","true","1940.6000000238419","2","no","left","right","88.5","false","true","1142.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","395","1785033","0.0-122.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","396","1785544","0.0-122.0-1.0","null","[Dot display: left=300, right=261, diff=39]","null","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","397","1787516","0.0-122.0-2.0","1969.5","Confidence judgement (first response)","","","-1","-1","","","","left","78","78","50","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","398","1788582","0.0-122.0-5.0-0.0","1064","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","399","1789387","0.0-122.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","400","1790333","0.0-122.0-6.0","943.6999999284744","Confidence judgment (second response)","","","-1","-1","","","","left","78","78","50","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","401","1790336","0.0-123.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","11","41","300","261","39","left","78","true","1969.5","3","no","left","left","78","true","true","943.6999999284744","","","","","","",""
"","fixation","html-keyboard-response","402","1791667","0.0-124.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","403","1792179","0.0-124.0-1.0","null","[Dot display: left=261, right=300, diff=39]","null","","-1","-1","261","300","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","404","1794021","0.0-124.0-2.0","1839.5","Confidence judgement (first response)","","","-1","-1","","","","right","82.5","50","82.5","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","405","1795021","0.0-124.0-3.0-0.0","999","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","406","1795827","0.0-124.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","407","1796905","0.0-124.0-6.0","1074.8999999761581","Confidence judgment (second response)","","","-1","-1","","","","right","82.5","50","82.5","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","408","1796907","0.0-125.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","12","42","261","300","39","right","82.5","true","1839.5","1","no","left","right","82.5","false","true","1074.8999999761581","","","","","","",""
"","fixation","html-keyboard-response","409","1798398","0.0-126.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","410","1798910","0.0-126.0-1.0","null","[Dot display: left=300, right=261, diff=39]","null","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
