"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_first","html-keyboard-response","344","470164","0.0-104.0-2.0","1053.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","78.25","50","78.25","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","345","470890","0.0-104.0-4.0-0.0","723","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","346","471693","0.0-104.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","347","472430","0.0-104.0-6.0","734.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","right","78.25","50","78.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","348","472432","0.0-105.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","4","34","260","300","40","right","78.25","true","1053.9000000059605","2","no","left","right","78.25","false","","734.4000000059605","","","","","","","",""
"","fixation","html-keyboard-response","349","473678","0.0-106.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","350","474185","0.0-106.0-1.0","null","[Dot display: left=261, right=300, diff=39]","null","","-1","-1","261","300","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","351","475712","0.0-106.0-2.0","1524.199999988079","Confidence judgement (first response)","","","-1","-1","","","","left","79.75","79.75","50","false","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","352","476499","0.0-106.0-4.0-0.0","784","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","353","477302","0.0-106.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","354","478704","0.0-106.0-6.0","1399.9000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","79.75","79.75","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","355","478707","0.0-107.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","5","35","261","300","39","left","79.75","false","1524.199999988079","2","no","right","left","79.75","true","","1399.9000000059605","","","","","","","",""
"","fixation","html-keyboard-response","356","480033","0.0-108.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","357","480543","0.0-108.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","358","481881","0.0-108.0-2.0","1335.1000000089407","Confidence judgement (first response)","","","-1","-1","","","","right","72.75","50","72.75","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","359","482791","0.0-108.0-3.0-0.0","907","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","360","483593","0.0-108.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","361","484428","0.0-108.0-6.0","832.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","72.75","50","72.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","362","484431","0.0-109.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","6","36","260","300","40","right","72.75","true","1335.1000000089407","1","no","right","right","72.75","true","","832.5999999940395","","","","","","","",""
"","fixation","html-keyboard-response","363","485702","0.0-110.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","364","486209","0.0-110.0-1.0","null","[Dot display: left=300, right=260, diff=40]","null","","-1","-1","300","260","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","365","487438","0.0-110.0-2.0","1225.3999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","62.75","62.75","50","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","366","488207","0.0-110.0-5.0-0.0","767","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","367","489010","0.0-110.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","368","489686","0.0-110.0-6.0","674.8000000119209","Confidence judgment (second response)","","","-1","-1","","","","left","62.75","62.75","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","369","489689","0.0-111.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","7","37","300","260","40","left","62.75","true","1225.3999999910593","3","no","right","left","62.75","false","","674.8000000119209","","","","","","","",""
"","fixation","html-keyboard-response","370","490943","0.0-112.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","371","491449","0.0-112.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","372","492557","0.0-112.0-2.0","1104.7999999970198","Confidence judgement (first response)","","","-1","-1","","","","right","97.5","50","97.5","true","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","373","493641","0.0-112.0-4.0-0.0","1082","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","374","494445","0.0-112.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","375","495495","0.0-112.0-6.0","1047.5","Confidence judgment (second response)","","","-1","-1","","","","right","97.5","50","97.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","376","495498","0.0-113.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","8","38","260","300","40","right","97.5","true","1104.7999999970198","2","no","right","right","97.5","true","","1047.5","","","","","","","",""
"","fixation","html-keyboard-response","377","496791","0.0-114.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","378","497299","0.0-114.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","379","498402","0.0-114.0-2.0","1099.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","72.25","50","72.25","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","380","499326","0.0-114.0-5.0-0.0","922","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","381","500128","0.0-114.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","382","500850","0.0-114.0-6.0","719.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","72.25","50","72.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","383","500853","0.0-115.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","9","39","260","300","40","right","72.25","true","1099.7000000029802","3","no","right","right","72.25","true","","719.2999999970198","","","","","","","",""
"","fixation","html-keyboard-response","384","502102","0.0-116.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","385","502610","0.0-116.0-1.0","null","[Dot display: left=261, right=300, diff=39]","null","","-1","-1","261","300","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","386","503564","0.0-116.0-2.0","951","Confidence judgement (first response)","","","-1","-1","","","","right","65","50","65","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","387","504396","0.0-116.0-5.0-0.0","830","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","388","505199","0.0-116.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","389","506222","0.0-116.0-6.0","1020","Confidence judgment (second response)","","","-1","-1","","","","right","65","50","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","390","506225","0.0-117.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","10","40","261","300","39","right","65","true","951","3","no","right","right","65","true","","1020","","","","","","","",""
"","fixation","html-keyboard-response","391","507568","0.0-118.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","392","508075","0.0-118.0-1.0","null","[Dot display: left=300, right=261, diff=39]","null","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","393","509329","0.0-118.0-2.0","1251","Confidence judgement (first response)","","","-1","-1","","","","left","93.25","93.25","50","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","394","510245","0.0-118.0-4.0-0.0","914","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","395","511047","0.0-118.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","396","511919","0.0-118.0-6.0","869.5","Confidence judgment (second response)","","","-1","-1","","","","left","93.25","93.25","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","397","511921","0.0-119.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","11","41","300","261","39","left","93.25","true","1251","2","no","left","left","93.25","true","","869.5","","","","","","","",""
"","fixation","html-keyboard-response","398","513324","0.0-120.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","399","513830","0.0-120.0-1.0","null","[Dot display: left=261, right=300, diff=39]","null","","-1","-1","261","300","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","400","515306","0.0-120.0-2.0","1473","Confidence judgement (first response)","","","-1","-1","","","","right","59.25","50","59.25","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","401","516516","0.0-120.0-3.0-0.0","1207","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","402","517318","0.0-120.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","403","518299","0.0-120.0-6.0","979.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","59.25","50","59.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","404","518302","0.0-121.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","12","42","261","300","39","right","59.25","true","1473","1","no","left","right","59.25","false","","979.2999999970198","","","","","","","",""
"","fixation","html-keyboard-response","405","519588","0.0-122.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","406","520092","0.0-122.0-1.0","null","[Dot display: left=300, right=261, diff=39]","null","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","407","521169","0.0-122.0-2.0","1074.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","left","74.25","74.25","50","true","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","408","522562","0.0-122.0-4.0-0.0","1391","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","409","523365","0.0-122.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","410","524168","0.0-122.0-6.0","801.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","74.25","74.25","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","411","524170","0.0-123.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","13","43","300","261","39","left","74.25","true","1074.5999999940395","2","no","left","left","74.25","true","","801.4000000059605","","","","","","","",""
"","attncheck","html-button-response","412","526069","0.0-124.0","1896","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","","",""
"","fixation","html-keyboard-response","413","527384","0.0-125.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","414","527889","0.0-125.0-1.0","null","[Dot display: left=300, right=261, diff=39]","null","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","415","529104","0.0-125.0-2.0","1212.5","Confidence judgement (first response)","","","-1","-1","","","","left","65.25","65.25","50","true","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","416","530356","0.0-125.0-5.0-0.0","1250","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","417","531158","0.0-125.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","418","532632","0.0-125.0-6.0","1472.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","65.25","65.25","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","419","532635","0.0-126.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","14","44","300","261","39","left","65.25","true","1212.5","3","no","left","left","65.25","true","","1472.5999999940395","","","","","","","",""
"","block_message","html-button-response","420","534435","0.0-127.0","1797","block message","0","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","421","535696","0.0-128.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","422","536203","0.0-128.0-1.0","null","[Dot display: left=300, right=262, diff=38]","null","","-1","-1","300","262","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","423","537583","0.0-128.0-2.0","1377.7999999970198","Confidence judgement (first response)","","","-1","-1","","","","left","85","85","50","true","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","424","538861","0.0-128.0-3.0-0.0","1276","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","425","539664","0.0-128.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","426","540899","0.0-128.0-6.0","1232.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","85","85","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","427","540902","0.0-129.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","0","45","300","262","38","left","85","true","1377.7999999970198","1","no","left","left","85","true","","1232.7999999970198","","","","","","","",""
"","fixation","html-keyboard-response","428","542364","0.0-130.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","429","542874","0.0-130.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","430","545276","0.0-130.0-2.0","2398.3999999910593","Confidence judgement (first response)","","","-1","-1","","","","right","75.75","50","75.75","true","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","431","546432","0.0-130.0-5.0-0.0","1153","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","432","547234","0.0-130.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","433","548216","0.0-130.0-6.0","979.5","Confidence judgment (second response)","","","-1","-1","","","","right","75.75","50","75.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","434","548219","0.0-131.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","1","46","262","300","38","right","75.75","true","2398.3999999910593","3","no","left","right","75.75","false","","979.5","","","","","","","",""
"","fixation","html-keyboard-response","435","549579","0.0-132.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","436","550085","0.0-132.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","437","551673","0.0-132.0-2.0","1584.5","Confidence judgement (first response)","","","-1","-1","","","","right","81.5","50","81.5","true","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","438","552572","0.0-132.0-3.0-0.0","897","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","439","553376","0.0-132.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","440","554448","0.0-132.0-6.0","1068.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","81.5","50","81.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","441","554450","0.0-133.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","2","47","262","300","38","right","81.5","true","1584.5","1","yes","right","right","81.5","true","","1068.0999999940395","","","","","","","",""
"","fixation","html-keyboard-response","442","555671","0.0-134.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","443","556178","0.0-134.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","444","558314","0.0-134.0-2.0","2133.3999999910593","Confidence judgement (first response)","","","-1","-1","","","","right","77.75","50","77.75","true","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","445","559915","0.0-134.0-3.0-0.0","1599","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","446","560718","0.0-134.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","447","561373","0.0-134.0-6.0","654.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","77.75","50","77.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","448","561376","0.0-135.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","3","48","262","300","38","right","77.75","true","2133.3999999910593","1","no","right","right","77.75","true","","654.2000000029802","","","","","","","",""
"","fixation","html-keyboard-response","449","562813","0.0-136.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","450","563319","0.0-136.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","451","564762","0.0-136.0-2.0","1439.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","right","69.25","50","69.25","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","452","565946","0.0-136.0-4.0-0.0","1182","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","453","566750","0.0-136.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","454","567755","0.0-136.0-6.0","1001.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","69.25","50","69.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","455","567757","0.0-137.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","4","49","262","300","38","right","69.25","true","1439.8999999910593","2","no","left","right","69.25","false","","1001.7000000029802","","","","","","","",""
"","fixation","html-keyboard-response","456","569074","0.0-138.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","457","569580","0.0-138.0-1.0","null","[Dot display: left=300, right=263, diff=37]","null","","-1","-1","300","263","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","458","571279","0.0-138.0-2.0","1696.5","Confidence judgement (first response)","","","-1","-1","","","","left","74.25","74.25","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","459","572446","0.0-138.0-4.0-0.0","1165","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","460","573249","0.0-138.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","461","574194","0.0-138.0-6.0","943.5","Confidence judgment (second response)","","","-1","-1","","","","left","74.25","74.25","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","462","574197","0.0-139.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","5","50","300","263","37","left","74.25","true","1696.5","2","no","left","left","74.25","true","","943.5","","","","","","","",""
"","fixation","html-keyboard-response","463","575643","0.0-140.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","464","576149","0.0-140.0-1.0","null","[Dot display: left=263, right=300, diff=37]","null","","-1","-1","263","300","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","465","577352","0.0-140.0-2.0","1200.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","85.25","50","85.25","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","466","578488","0.0-140.0-3.0-0.0","1134","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","467","579291","0.0-140.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","468","580282","0.0-140.0-6.0","988.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","85.25","50","85.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","469","580283","0.0-141.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","6","51","263","300","37","right","85.25","true","1200.4000000059605","1","yes","right","right","85.25","true","","988.2999999970198","","","","","","","",""
"","fixation","html-keyboard-response","470","581710","0.0-142.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","471","582216","0.0-142.0-1.0","null","[Dot display: left=263, right=300, diff=37]","null","","-1","-1","263","300","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","472","583216","0.0-142.0-2.0","997.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","71.25","71.25","50","false","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","473","584241","0.0-142.0-5.0-0.0","1022","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","474","585044","0.0-142.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","475","585699","0.0-142.0-6.0","652.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","71.25","71.25","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","476","585700","0.0-143.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","3","7","52","263","300","37","left","71.25","false","997.9000000059605","3","yes","right","left","71.25","true","","652.7999999970198","","","","","","","",""
"","fixation","html-keyboard-response","477","587090","0.0-144.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","478","587599","0.0-144.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","479","589497","0.0-144.0-2.0","1895.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","58.75","58.75","50","false","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
