"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","consolidated-trial-data","consolidated-trial-data","416","1193961","0.0-128.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","13","43","300","278","22","left","74.5","true","3298.9000000953674","3","yes","left","left","74.5","true","","1210.9000000953674","","","","","","",""
"","fixation","html-keyboard-response","417","1195430","0.0-129.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","418","1195939","0.0-129.0-1.0","null","[Dot display: left=278, right=300, diff=22]","null","","-1","-1","278","300","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","419","1199194","0.0-129.0-2.0","3251.4000000953674","Confidence judgement (first response)","","","-1","-1","","","","left","66.25","66.25","50","false","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","420","1200409","0.0-129.0-4.0-0.0","1214","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","421","1201212","0.0-129.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","422","1204393","0.0-129.0-6.0","3177.899999856949","Confidence judgment (second response)","","","-1","-1","","","","right","98.75","50","98.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","423","1204395","0.0-130.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","14","44","278","300","22","left","66.25","false","3251.4000000953674","2","yes","right","right","98.75","true","","3177.899999856949","","","","","","",""
"","block_message","html-button-response","424","1207460","0.0-131.0","3061","block message","0","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","425","1208890","0.0-132.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","426","1209398","0.0-132.0-1.0","null","[Dot display: left=300, right=278, diff=22]","null","","-1","-1","300","278","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","427","1212010","0.0-132.0-2.0","2608.4000000953674","Confidence judgement (first response)","","","-1","-1","","","","left","71","71","50","true","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","428","1213243","0.0-132.0-3.0-0.0","1230","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","429","1214046","0.0-132.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","430","1217043","0.0-132.0-6.0","2994.800000190735","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","431","1217045","0.0-133.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","0","45","300","278","22","left","71","true","2608.4000000953674","1","yes","left","left","99","true","","2994.800000190735","","","","","","",""
"","fixation","html-keyboard-response","432","1218256","0.0-134.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","433","1218767","0.0-134.0-1.0","null","[Dot display: left=278, right=300, diff=22]","null","","-1","-1","278","300","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","434","1233625","0.0-134.0-2.0","14855.700000047684","Confidence judgement (first response)","","","-1","-1","","","","left","70","70","50","false","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","435","1234860","0.0-134.0-4.0-0.0","1233","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","436","1235664","0.0-134.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","437","1238041","0.0-134.0-6.0","2375","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","438","1238042","0.0-135.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","1","46","278","300","22","left","70","false","14855.700000047684","2","yes","right","left","99","true","","2375","","","","","","",""
"","fixation","html-keyboard-response","439","1239488","0.0-136.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","440","1239998","0.0-136.0-1.0","null","[Dot display: left=277, right=300, diff=23]","null","","-1","-1","277","300","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","441","1242528","0.0-136.0-2.0","2526.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","82.25","50","82.25","true","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","442","1243827","0.0-136.0-3.0-0.0","1296","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","443","1244630","0.0-136.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","444","1247193","0.0-136.0-6.0","2561.100000143051","Confidence judgment (second response)","","","-1","-1","","","","right","99.25","50","99.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","445","1247195","0.0-137.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","2","47","277","300","23","right","82.25","true","2526.2999999523163","1","yes","right","right","99.25","true","","2561.100000143051","","","","","","",""
"","fixation","html-keyboard-response","446","1248499","0.0-138.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","447","1249007","0.0-138.0-1.0","null","[Dot display: left=300, right=277, diff=23]","null","","-1","-1","300","277","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","448","1252244","0.0-138.0-2.0","3232.899999856949","Confidence judgement (first response)","","","-1","-1","","","","right","72.25","50","72.25","false","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","449","1253310","0.0-138.0-5.0-0.0","1064","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","450","1254113","0.0-138.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","451","1255143","0.0-138.0-6.0","1027","Confidence judgment (second response)","","","-1","-1","","","","right","72.25","50","72.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","452","1255146","0.0-139.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","3","48","300","277","23","right","72.25","false","3232.899999856949","3","yes","right","right","72.25","false","","1027","","","","","","",""
"","fixation","html-keyboard-response","453","1256578","0.0-140.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","454","1257086","0.0-140.0-1.0","null","[Dot display: left=277, right=300, diff=23]","null","","-1","-1","277","300","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","455","1259195","0.0-140.0-2.0","2104.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","82.75","50","82.75","true","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","456","1260944","0.0-140.0-3.0-0.0","1746","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","457","1261748","0.0-140.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","458","1262744","0.0-140.0-6.0","992.7000000476837","Confidence judgment (second response)","","","-1","-1","","","","right","82.75","50","82.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","459","1262746","0.0-141.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","4","49","277","300","23","right","82.75","true","2104.2999999523163","1","no","right","right","82.75","true","","992.7000000476837","","","","","","",""
"","attncheck","html-button-response","460","1264877","0.0-142.0","2129","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","461","1266277","0.0-143.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","462","1266786","0.0-143.0-1.0","null","[Dot display: left=300, right=277, diff=23]","null","","-1","-1","300","277","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","463","1269712","0.0-143.0-2.0","2922.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","left","82","82","50","true","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","464","1272409","0.0-143.0-3.0-0.0","2696","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","465","1273212","0.0-143.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","466","1275793","0.0-143.0-6.0","2578.9000000953674","Confidence judgment (second response)","","","-1","-1","","","","left","99.25","99.25","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","467","1275796","0.0-144.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","5","50","300","277","23","left","82","true","2922.2000000476837","1","yes","left","left","99.25","true","","2578.9000000953674","","","","","","",""
"","fixation","html-keyboard-response","468","1277253","0.0-145.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","469","1277760","0.0-145.0-1.0","null","[Dot display: left=300, right=277, diff=23]","null","","-1","-1","300","277","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","470","1280179","0.0-145.0-2.0","2414.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","78.75","50","78.75","false","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","471","1281378","0.0-145.0-5.0-0.0","1197","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","472","1282181","0.0-145.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","473","1283310","0.0-145.0-6.0","1126.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","78.75","50","78.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","474","1283313","0.0-146.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","6","51","300","277","23","right","78.75","false","2414.2000000476837","3","yes","left","right","78.75","true","","1126.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","475","1284806","0.0-147.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","476","1285314","0.0-147.0-1.0","null","[Dot display: left=300, right=277, diff=23]","null","","-1","-1","300","277","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","477","1290529","0.0-147.0-2.0","5211","Confidence judgement (first response)","","","-1","-1","","","","right","68","50","68","false","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","478","1291644","0.0-147.0-5.0-0.0","1113","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","479","1292447","0.0-147.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","480","1293328","0.0-147.0-6.0","878.2999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","68","50","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","481","1293330","0.0-148.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","7","52","300","277","23","right","68","false","5211","3","yes","left","right","68","true","","878.2999999523163","","","","","","",""
"","fixation","html-keyboard-response","482","1294795","0.0-149.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","483","1295304","0.0-149.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","484","1297711","0.0-149.0-2.0","2404.5999999046326","Confidence judgement (first response)","","","-1","-1","","","","right","70","50","70","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","485","1299077","0.0-149.0-3.0-0.0","1364","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","486","1299881","0.0-149.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","487","1300859","0.0-149.0-6.0","976.2999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","70","50","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","488","1300861","0.0-150.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","8","53","276","300","24","right","70","true","2404.5999999046326","1","no","left","right","70","false","","976.2999999523163","","","","","","",""
"","fixation","html-keyboard-response","489","1302287","0.0-151.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","490","1302796","0.0-151.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","491","1305012","0.0-151.0-2.0","2211.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","80.25","50","80.25","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","492","1306028","0.0-151.0-5.0-0.0","1014","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","493","1306831","0.0-151.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","494","1307711","0.0-151.0-6.0","877.7000000476837","Confidence judgment (second response)","","","-1","-1","","","","right","80.25","50","80.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","495","1307713","0.0-152.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","9","54","276","300","24","right","80.25","true","2211.2999999523163","3","no","left","right","80.25","false","","877.7000000476837","","","","","","",""
"","fixation","html-keyboard-response","496","1308940","0.0-153.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","497","1309450","0.0-153.0-1.0","null","[Dot display: left=300, right=276, diff=24]","null","","-1","-1","300","276","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","498","1311945","0.0-153.0-2.0","2491.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","left","73.25","73.25","50","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","499","1312878","0.0-153.0-4.0-0.0","931","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","500","1313681","0.0-153.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","501","1316028","0.0-153.0-6.0","2344.899999856949","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","502","1316031","0.0-154.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","10","55","300","276","24","left","73.25","true","2491.7999999523163","2","no","left","left","99","true","","2344.899999856949","","","","","","",""
"","fixation","html-keyboard-response","503","1317351","0.0-155.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","504","1317860","0.0-155.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","505","1320180","0.0-155.0-2.0","2315.100000143051","Confidence judgement (first response)","","","-1","-1","","","","left","71","71","50","false","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","506","1321261","0.0-155.0-4.0-0.0","1079","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","507","1322065","0.0-155.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","508","1324078","0.0-155.0-6.0","2008.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","left","99.5","99.5","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","509","1324080","0.0-156.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","11","56","276","300","24","left","71","false","2315.100000143051","2","no","left","left","99.5","false","","2008.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","510","1325521","0.0-157.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","511","1326030","0.0-157.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","512","1328512","0.0-157.0-2.0","2478.899999856949","Confidence judgement (first response)","","","-1","-1","","","","right","72","50","72","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","513","1329512","0.0-157.0-4.0-0.0","997","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","514","1330315","0.0-157.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","515","1332861","0.0-157.0-6.0","2544","Confidence judgment (second response)","","","-1","-1","","","","left","100","100","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","516","1332863","0.0-158.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","12","57","276","300","24","right","72","true","2478.899999856949","2","no","left","left","100","false","","2544","","","","","","",""
"","fixation","html-keyboard-response","517","1334347","0.0-159.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","518","1334856","0.0-159.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","519","1338195","0.0-159.0-2.0","3336","Confidence judgement (first response)","","","-1","-1","","","","right","89.25","50","89.25","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","520","1339212","0.0-159.0-5.0-0.0","1014","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","521","1340016","0.0-159.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","522","1341110","0.0-159.0-6.0","1091.9000000953674","Confidence judgment (second response)","","","-1","-1","","","","right","89.25","50","89.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","523","1341111","0.0-160.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","13","58","276","300","24","right","89.25","true","3336","3","no","left","right","89.25","false","","1091.9000000953674","","","","","","",""
"","fixation","html-keyboard-response","524","1342405","0.0-161.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","525","1342913","0.0-161.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","526","1345679","0.0-161.0-2.0","2762.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","86.75","50","86.75","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","527","1346629","0.0-161.0-4.0-0.0","947","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","528","1347432","0.0-161.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","529","1350078","0.0-161.0-6.0","2644.399999856949","Confidence judgment (second response)","","","-1","-1","","","","right","99","50","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","530","1350080","0.0-162.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","14","59","276","300","24","right","86.75","true","2762.7999999523163","2","no","right","right","99","true","","2644.399999856949","","","","","","",""
"","block_message","html-button-response","531","1352529","0.0-163.0","2446","block message","0","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","532","1353988","0.0-164.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","533","1354498","0.0-164.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","534","1357677","0.0-164.0-2.0","3176.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","89.25","50","89.25","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","535","1359863","0.0-164.0-3.0-0.0","2183","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","536","1360667","0.0-164.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","537","1361412","0.0-164.0-6.0","741.8999998569489","Confidence judgment (second response)","","","-1","-1","","","","right","89.25","50","89.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","538","1361414","0.0-165.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","4","0","60","276","300","24","right","89.25","true","3176.2999999523163","1","no","right","right","89.25","true","","741.8999998569489","","","","","","",""
"","fixation","html-keyboard-response","539","1362659","0.0-166.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","540","1363167","0.0-166.0-1.0","null","[Dot display: left=300, right=276, diff=24]","null","","-1","-1","300","276","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","541","1367764","0.0-166.0-2.0","4592.299999952316","Confidence judgement (first response)","","","-1","-1","","","","left","91.25","91.25","50","true","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","542","1369046","0.0-166.0-4.0-0.0","1280","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","543","1369850","0.0-166.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","544","1372162","0.0-166.0-6.0","2309.399999856949","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","545","1372163","0.0-167.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","4","1","61","300","276","24","left","91.25","true","4592.299999952316","2","no","left","left","99","true","","2309.399999856949","","","","","","",""
"","fixation","html-keyboard-response","546","1373473","0.0-168.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","547","1373981","0.0-168.0-1.0","null","[Dot display: left=276, right=300, diff=24]","null","","-1","-1","276","300","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","548","1376963","0.0-168.0-2.0","2978.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","88","50","88","true","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","549","1378629","0.0-168.0-3.0-0.0","1664","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","550","1379433","0.0-168.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
