"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","advice_choice","html-button-response","254","1631170","0.0-78.0-3.0-0.0","2173","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","255","1631973","0.0-78.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","256","1634369","0.0-78.0-6.0","2394.399999976158","Confidence judgment (second response)","","","-1","-1","","","","left","97.5","97.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","257","1634371","0.0-79.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","6","21","300","252","48","left","90.75","true","2887.600000023842","1","yes","left","left","97.5","true","true","2394.399999976158","","","","","","",""
"","fixation","html-keyboard-response","258","1635759","0.0-80.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","259","1636272","0.0-80.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","260","1638959","0.0-80.0-2.0","2684.5","Confidence judgement (first response)","","","-1","-1","","","","left","96","96","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","261","1640565","0.0-80.0-3.0-0.0","1605","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","262","1641373","0.0-80.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","263","1662067","0.0-80.0-6.0","20693.200000047684","Confidence judgment (second response)","","","-1","-1","","","","left","98.25","98.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","264","1662069","0.0-81.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","7","22","300","252","48","left","96","true","2684.5","1","yes","left","left","98.25","true","true","20693.200000047684","","","","","","",""
"","fixation","html-keyboard-response","265","1663560","0.0-82.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","266","1664072","0.0-82.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","267","1672470","0.0-82.0-2.0","8396.199999928474","Confidence judgement (first response)","","","-1","-1","","","","right","83.75","50","83.75","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","268","1674357","0.0-82.0-3.0-0.0","1885","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","269","1675165","0.0-82.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","270","1697857","0.0-82.0-6.0","22690.600000023842","Confidence judgment (second response)","","","-1","-1","","","","left","83","83","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","271","1697859","0.0-83.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","8","23","300","252","48","right","83.75","false","8396.199999928474","1","yes","left","left","83","true","true","22690.600000023842","","","","","","",""
"","attncheck","html-button-response","272","1701704","0.0-84.0","3843","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","273","1702957","0.0-85.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","274","1703463","0.0-85.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","275","1709842","0.0-85.0-2.0","6377","Confidence judgement (first response)","","","-1","-1","","","","right","74.75","50","74.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","276","1711368","0.0-85.0-4.0-0.0","1525","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","277","1712170","0.0-85.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","278","1729850","0.0-85.0-6.0","17677.700000047684","Confidence judgment (second response)","","","-1","-1","","","","left","88.25","88.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","279","1729852","0.0-86.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","9","24","251","300","49","right","74.75","true","6377","2","yes","left","left","88.25","false","false","17677.700000047684","","","","","","",""
"","fixation","html-keyboard-response","280","1731090","0.0-87.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","281","1731606","0.0-87.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","282","1740829","0.0-87.0-2.0","9221.700000047684","Confidence judgement (first response)","","","-1","-1","","","","left","89.5","89.5","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","283","1742292","0.0-87.0-5.0-0.0","1462","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","284","1743095","0.0-87.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","285","1745946","0.0-87.0-6.0","2848.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","left","92.5","92.5","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","286","1745949","0.0-88.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","10","25","251","300","49","left","89.5","false","9221.700000047684","3","yes","left","left","92.5","false","false","2848.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","287","1747372","0.0-89.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","288","1747886","0.0-89.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","289","1751680","0.0-89.0-2.0","3791.7000000476837","Confidence judgement (first response)","","","-1","-1","","","","left","92.5","92.5","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","290","1753342","0.0-89.0-3.0-0.0","1660","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","291","1754144","0.0-89.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","292","1756676","0.0-89.0-6.0","2530.8000000715256","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","293","1756678","0.0-90.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","11","26","300","250","50","left","92.5","true","3791.7000000476837","1","yes","left","left","99","true","true","2530.8000000715256","","","","","","",""
"","fixation","html-keyboard-response","294","1757978","0.0-91.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","295","1758486","0.0-91.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","296","1762020","0.0-91.0-2.0","3532.5","Confidence judgement (first response)","","","-1","-1","","","","left","99","99","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","297","1763377","0.0-91.0-5.0-0.0","1356","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","298","1764178","0.0-91.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","299","1766573","0.0-91.0-6.0","2393.7999999523163","Confidence judgment (second response)","","","-1","-1","","","","left","98.75","98.75","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","300","1766574","0.0-92.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","12","27","300","250","50","left","99","true","3532.5","3","yes","left","left","98.75","true","true","2393.7999999523163","","","","","","",""
"","fixation","html-keyboard-response","301","1767819","0.0-93.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","302","1768333","0.0-93.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","303","1771309","0.0-93.0-2.0","2974.600000023842","Confidence judgement (first response)","","","-1","-1","","","","right","85","50","85","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","304","1772572","0.0-93.0-4.0-0.0","1263","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","305","1773374","0.0-93.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","306","1775716","0.0-93.0-6.0","2340.2999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","94.75","50","94.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","307","1775718","0.0-94.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","13","28","251","300","49","right","85","true","2974.600000023842","2","yes","right","right","94.75","true","true","2340.2999999523163","","","","","","",""
"","fixation","html-keyboard-response","308","1777214","0.0-95.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","309","1777730","0.0-95.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","310","1781456","0.0-95.0-2.0","3724.100000023842","Confidence judgement (first response)","","","-1","-1","","","","right","94.5","50","94.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","311","1782720","0.0-95.0-4.0-0.0","1262","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","312","1783523","0.0-95.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","313","1785422","0.0-95.0-6.0","1897.5","Confidence judgment (second response)","","","-1","-1","","","","right","98","50","98","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","314","1785423","0.0-96.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","1","14","29","251","300","49","right","94.5","true","3724.100000023842","2","yes","right","right","98","true","true","1897.5","","","","","","",""
"","block_message","html-button-response","315","1793922","0.0-97.0","8498","block message","0","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","attncheck","html-button-response","316","1796449","0.0-98.0","2526","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","317","1797796","0.0-99.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","318","1798304","0.0-99.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","319","1800904","0.0-99.0-2.0","2598.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","left","96","96","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","320","1802182","0.0-99.0-4.0-0.0","1276","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","321","1802983","0.0-99.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","322","1805524","0.0-99.0-6.0","2539.7000000476837","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","323","1805527","0.0-100.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","0","30","300","251","49","left","96","true","2598.2999999523163","2","yes","left","left","99","true","true","2539.7000000476837","","","","","","",""
"","fixation","html-keyboard-response","324","1806745","0.0-101.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","325","1807262","0.0-101.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","326","1812306","0.0-101.0-2.0","5041.799999952316","Confidence judgement (first response)","","","-1","-1","","","","left","95.5","95.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","327","1813785","0.0-101.0-5.0-0.0","1478","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","328","1814587","0.0-101.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","329","1816439","0.0-101.0-6.0","1850.8000000715256","Confidence judgment (second response)","","","-1","-1","","","","left","96.25","96.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","330","1816442","0.0-102.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","1","31","300","252","48","left","95.5","true","5041.799999952316","3","yes","left","left","96.25","true","true","1850.8000000715256","","","","","","",""
"","fixation","html-keyboard-response","331","1817944","0.0-103.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","332","1818458","0.0-103.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","333","1823173","0.0-103.0-2.0","4712.699999928474","Confidence judgement (first response)","","","-1","-1","","","","right","90.75","50","90.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","334","1824515","0.0-103.0-5.0-0.0","1341","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","335","1825323","0.0-103.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","336","1826978","0.0-103.0-6.0","1653.8000000715256","Confidence judgment (second response)","","","-1","-1","","","","right","93.75","50","93.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","337","1826980","0.0-104.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","2","32","252","300","48","right","90.75","true","4712.699999928474","3","yes","left","right","93.75","false","true","1653.8000000715256","","","","","","",""
"","fixation","html-keyboard-response","338","1828394","0.0-105.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","339","1828908","0.0-105.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","340","1831896","0.0-105.0-2.0","2985.100000023842","Confidence judgement (first response)","","","-1","-1","","","","left","96.75","96.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","341","1833071","0.0-105.0-4.0-0.0","1174","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","342","1833884","0.0-105.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","343","1836693","0.0-105.0-6.0","2807.9000000953674","Confidence judgment (second response)","","","-1","-1","","","","left","100","100","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","344","1836696","0.0-106.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","3","33","300","252","48","left","96.75","true","2985.100000023842","2","yes","left","left","100","true","true","2807.9000000953674","","","","","","",""
"","fixation","html-keyboard-response","345","1838050","0.0-107.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","346","1838564","0.0-107.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","347","1841260","0.0-107.0-2.0","2693.7000000476837","Confidence judgement (first response)","","","-1","-1","","","","left","98","98","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","348","1842858","0.0-107.0-5.0-0.0","1596","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","349","1843669","0.0-107.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","350","1845849","0.0-107.0-6.0","2178.399999976158","Confidence judgment (second response)","","","-1","-1","","","","left","99","99","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","351","1845851","0.0-108.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","4","34","300","252","48","left","98","true","2693.7000000476837","3","yes","left","left","99","true","true","2178.399999976158","","","","","","",""
"","fixation","html-keyboard-response","352","1847345","0.0-109.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","353","1847860","0.0-109.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","354","1851095","0.0-109.0-2.0","3232","Confidence judgement (first response)","","","-1","-1","","","","right","97","50","97","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","355","1852367","0.0-109.0-3.0-0.0","1271","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","356","1853185","0.0-109.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","357","1855435","0.0-109.0-6.0","2248.5","Confidence judgment (second response)","","","-1","-1","","","","right","97.5","50","97.5","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","358","1855437","0.0-110.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","5","35","253","300","47","right","97","true","3232","1","yes","right","right","97.5","true","true","2248.5","","","","","","",""
"","fixation","html-keyboard-response","359","1856792","0.0-111.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","360","1857304","0.0-111.0-1.0","null","[Dot display: left=300, right=253, diff=47]","null","","-1","-1","300","253","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","361","1859746","0.0-111.0-2.0","2440.5","Confidence judgement (first response)","","","-1","-1","","","","left","98.5","98.5","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","362","1860977","0.0-111.0-3.0-0.0","1229","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","363","1861779","0.0-111.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","364","1865473","0.0-111.0-6.0","3692","Confidence judgment (second response)","","","-1","-1","","","","left","98.75","98.75","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","365","1865475","0.0-112.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","6","36","300","253","47","left","98.5","true","2440.5","1","yes","left","left","98.75","true","true","3692","","","","","","",""
"","fixation","html-keyboard-response","366","1866863","0.0-113.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","367","1867373","0.0-113.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","368","1869389","0.0-113.0-2.0","2014.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","92","50","92","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","369","1870892","0.0-113.0-3.0-0.0","1502","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","370","1871700","0.0-113.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","371","1875116","0.0-113.0-6.0","3413.4000000953674","Confidence judgment (second response)","","","-1","-1","","","","right","95","50","95","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","372","1875118","0.0-114.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","7","37","253","300","47","right","92","true","2014.2000000476837","1","yes","left","right","95","false","true","3413.4000000953674","","","","","","",""
"","fixation","html-keyboard-response","373","1876518","0.0-115.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","374","1877029","0.0-115.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","375","1879136","0.0-115.0-2.0","2104.6999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","90.75","50","90.75","true","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","376","1880192","0.0-115.0-3.0-0.0","1054","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","377","1881000","0.0-115.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","378","1883038","0.0-115.0-6.0","2036.3000000715256","Confidence judgment (second response)","","","-1","-1","","","","right","98.25","50","98.25","true","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","379","1883041","0.0-116.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","8","38","253","300","47","right","90.75","true","2104.6999999284744","1","yes","right","right","98.25","true","true","2036.3000000715256","","","","","","",""
"","attncheck","html-button-response","380","1885189","0.0-117.0","2146","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","381","1886469","0.0-118.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","382","1886978","0.0-118.0-1.0","null","[Dot display: left=254, right=300, diff=46]","null","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","383","1890906","0.0-118.0-2.0","3926.3000000715256","Confidence judgement (first response)","","","-1","-1","","","","right","75","50","75","true","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","384","1892433","0.0-118.0-4.0-0.0","1526","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","385","1893234","0.0-118.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","386","1896096","0.0-118.0-6.0","2860.5999999046326","Confidence judgment (second response)","","","-1","-1","","","","right","96.25","50","96.25","true","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","387","1896098","0.0-119.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","9","39","254","300","46","right","75","true","3926.3000000715256","2","yes","right","right","96.25","true","true","2860.5999999046326","","","","","","",""
"","fixation","html-keyboard-response","388","1897584","0.0-120.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
