"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_second","html-keyboard-response","257","411318","0.0-79.0-6.0","1778.5","Confidence judgment (second response)","","","-1","-1","","","","left","51.5","51.5","50","false","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","258","411319","0.0-80.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","6","21","248","300","52","right","54.25","true","1730.6000000089407","2","yes","left","left","51.5","false","false","1778.5","","","","","","","",""
"","fixation","html-keyboard-response","259","412760","0.0-81.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","260","413264","0.0-81.0-1.0","null","[Dot display: left=300, right=249, diff=51]","null","","-1","-1","300","249","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","261","414651","0.0-81.0-2.0","1385.5","Confidence judgement (first response)","","","-1","-1","","","","left","60.5","60.5","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","262","415470","0.0-81.0-5.0-0.0","817","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","263","416273","0.0-81.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","264","417670","0.0-81.0-6.0","1394.1000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","60.5","60.5","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","265","417671","0.0-82.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","7","22","300","249","51","left","60.5","true","1385.5","3","yes","left","left","60.5","true","true","1394.1000000089407","","","","","","","",""
"","fixation","html-keyboard-response","266","418892","0.0-83.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","267","419397","0.0-83.0-1.0","null","[Dot display: left=300, right=249, diff=51]","null","","-1","-1","300","249","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","268","420387","0.0-83.0-2.0","988.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","60.5","60.5","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","269","421053","0.0-83.0-4.0-0.0","664","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","270","421856","0.0-83.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","271","422386","0.0-83.0-6.0","527.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","60.5","60.5","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","272","422387","0.0-84.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","8","23","300","249","51","left","60.5","true","988.2000000029802","2","yes","left","left","60.5","true","true","527.2999999970198","","","","","","","",""
"","fixation","html-keyboard-response","273","423853","0.0-85.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","274","424358","0.0-85.0-1.0","null","[Dot display: left=300, right=249, diff=51]","null","","-1","-1","300","249","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","275","425636","0.0-85.0-2.0","1276.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","left","70.75","70.75","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","276","426404","0.0-85.0-5.0-0.0","765","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","277","427205","0.0-85.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","278","428320","0.0-85.0-6.0","1112.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","70.75","70.75","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","279","428322","0.0-86.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","9","24","300","249","51","left","70.75","true","1276.6000000089407","3","yes","left","left","70.75","true","true","1112.4000000059605","","","","","","","",""
"","fixation","html-keyboard-response","280","429727","0.0-87.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","281","430234","0.0-87.0-1.0","null","[Dot display: left=249, right=300, diff=51]","null","","-1","-1","249","300","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","282","432719","0.0-87.0-2.0","2483","Confidence judgement (first response)","","","-1","-1","","","","left","57.5","57.5","50","false","52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","283","433621","0.0-87.0-4.0-0.0","900","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","284","434424","0.0-87.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","285","435054","0.0-87.0-6.0","627.5","Confidence judgment (second response)","","","-1","-1","","","","left","57.5","57.5","50","false","52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","286","435056","0.0-88.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","10","25","249","300","51","left","57.5","false","2483","2","yes","left","left","57.5","false","false","627.5","","","","","","","",""
"","fixation","html-keyboard-response","287","436386","0.0-89.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","288","436890","0.0-89.0-1.0","null","[Dot display: left=248, right=300, diff=52]","null","","-1","-1","248","300","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","289","438386","0.0-89.0-2.0","1495","Confidence judgement (first response)","","","-1","-1","","","","right","55.75","50","55.75","true","52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","290","439153","0.0-89.0-3.0-0.0","765","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","291","439956","0.0-89.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","292","440537","0.0-89.0-6.0","579.3999999910593","Confidence judgment (second response)","","","-1","-1","","","","right","55.75","50","55.75","true","52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","293","440540","0.0-90.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","11","26","248","300","52","right","55.75","true","1495","1","yes","right","right","55.75","true","true","579.3999999910593","","","","","","","",""
"","fixation","html-keyboard-response","294","441888","0.0-91.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","295","442391","0.0-91.0-1.0","null","[Dot display: left=300, right=248, diff=52]","null","","-1","-1","300","248","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","296","444271","0.0-91.0-2.0","1877.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","53.25","53.25","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","297","444920","0.0-91.0-4.0-0.0","648","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","298","445723","0.0-91.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","299","446270","0.0-91.0-6.0","544.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","53.25","53.25","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","300","446271","0.0-92.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","12","27","300","248","52","left","53.25","true","1877.7000000029802","2","yes","left","left","53.25","true","true","544.6000000089407","","","","","","","",""
"","fixation","html-keyboard-response","301","447480","0.0-93.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","302","447986","0.0-93.0-1.0","null","[Dot display: left=300, right=249, diff=51]","null","","-1","-1","300","249","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","303","449338","0.0-93.0-2.0","1350","Confidence judgement (first response)","","","-1","-1","","","","left","53.75","53.75","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","304","450353","0.0-93.0-3.0-0.0","1014","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","305","451156","0.0-93.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","306","453203","0.0-93.0-6.0","2045.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","59","59","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","307","453204","0.0-94.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","13","28","300","249","51","left","53.75","true","1350","1","yes","left","left","59","true","true","2045.5999999940395","","","","","","","",""
"","fixation","html-keyboard-response","308","454634","0.0-95.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","309","455139","0.0-95.0-1.0","null","[Dot display: left=249, right=300, diff=51]","null","","-1","-1","249","300","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","310","456772","0.0-95.0-2.0","1630.199999988079","Confidence judgement (first response)","","","-1","-1","","","","right","84.5","50","84.5","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","311","457954","0.0-95.0-5.0-0.0","1181","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","312","458757","0.0-95.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","313","460154","0.0-95.0-6.0","1395.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","84.5","50","84.5","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","314","460155","0.0-96.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","1","14","29","249","300","51","right","84.5","true","1630.199999988079","3","yes","left","right","84.5","false","true","1395.2999999970198","","","","","","","",""
"","block_message","html-button-response","315","461588","0.0-97.0","1430","block message","0","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","316","463069","0.0-98.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","317","463574","0.0-98.0-1.0","null","[Dot display: left=249, right=300, diff=51]","null","","-1","-1","249","300","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","318","465155","0.0-98.0-2.0","1579","Confidence judgement (first response)","","","-1","-1","","","","right","78","50","78","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","319","465855","0.0-98.0-5.0-0.0","699","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","320","466658","0.0-98.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","321","467605","0.0-98.0-6.0","945.3999999910593","Confidence judgment (second response)","","","-1","-1","","","","right","78","50","78","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","322","467607","0.0-99.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","0","30","249","300","51","right","78","true","1579","3","yes","left","right","78","false","true","945.3999999910593","","","","","","","",""
"","fixation","html-keyboard-response","323","469106","0.0-100.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","324","469612","0.0-100.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","325","471171","0.0-100.0-2.0","1557.800000011921","Confidence judgement (first response)","","","-1","-1","","","","right","62.5","50","62.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","326","471821","0.0-100.0-5.0-0.0","649","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","327","472623","0.0-100.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","328","474005","0.0-100.0-6.0","1380.199999988079","Confidence judgment (second response)","","","-1","-1","","","","right","62.5","50","62.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","329","474006","0.0-101.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","1","31","250","300","50","right","62.5","true","1557.800000011921","3","yes","left","right","62.5","false","true","1380.199999988079","","","","","","","",""
"","fixation","html-keyboard-response","330","475432","0.0-102.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","331","475937","0.0-102.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","332","477338","0.0-102.0-2.0","1398.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","69.25","69.25","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","333","478155","0.0-102.0-3.0-0.0","816","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","334","478958","0.0-102.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","335","479789","0.0-102.0-6.0","829.1999999880791","Confidence judgment (second response)","","","-1","-1","","","","left","69.25","69.25","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","336","479792","0.0-103.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","2","32","300","250","50","left","69.25","true","1398.8999999910593","1","yes","left","left","69.25","true","true","829.1999999880791","","","","","","","",""
"","fixation","html-keyboard-response","337","481017","0.0-104.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","338","481523","0.0-104.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","339","483305","0.0-104.0-2.0","1779.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","right","52","50","52","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","340","484055","0.0-104.0-3.0-0.0","749","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","341","484858","0.0-104.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","342","486289","0.0-104.0-6.0","1428.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","54.75","54.75","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","343","486290","0.0-105.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","3","33","250","300","50","right","52","true","1779.5999999940395","1","yes","left","left","54.75","false","false","1428.7000000029802","","","","","","","",""
"","fixation","html-keyboard-response","344","487666","0.0-106.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","345","488174","0.0-106.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","346","489674","0.0-106.0-2.0","1496.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","right","62.5","50","62.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","347","490490","0.0-106.0-4.0-0.0","814","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","348","491293","0.0-106.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","349","491840","0.0-106.0-6.0","544","Confidence judgment (second response)","","","-1","-1","","","","right","62.5","50","62.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","350","491842","0.0-107.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","4","34","250","300","50","right","62.5","true","1496.5999999940395","2","yes","right","right","62.5","true","true","544","","","","","","","",""
"","fixation","html-keyboard-response","351","493309","0.0-108.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","352","493815","0.0-108.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","353","495356","0.0-108.0-2.0","1539.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","69","50","69","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","354","496223","0.0-108.0-3.0-0.0","866","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","355","497026","0.0-108.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","356","499790","0.0-108.0-6.0","2762.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","62","50","62","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","357","499791","0.0-109.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","5","35","300","251","49","right","69","false","1539.9000000059605","1","yes","left","right","62","true","false","2762.5999999940395","","","","","","","",""
"","fixation","html-keyboard-response","358","501231","0.0-110.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","359","501738","0.0-110.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","360","503224","0.0-110.0-2.0","1484.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","87.5","50","87.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","361","503941","0.0-110.0-4.0-0.0","715","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","362","504744","0.0-110.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","363","505724","0.0-110.0-6.0","977.5","Confidence judgment (second response)","","","-1","-1","","","","right","87.5","50","87.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","364","505726","0.0-111.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","6","36","250","300","50","right","87.5","true","1484.9000000059605","2","yes","right","right","87.5","true","true","977.5","","","","","","","",""
"","fixation","html-keyboard-response","365","506969","0.0-112.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","366","507475","0.0-112.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","367","508873","0.0-112.0-2.0","1396.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","73.75","50","73.75","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","368","509741","0.0-112.0-5.0-0.0","866","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","369","510543","0.0-112.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","370","511808","0.0-112.0-6.0","1262.8999999910593","Confidence judgment (second response)","","","-1","-1","","","","right","73.75","50","73.75","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","371","511811","0.0-113.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","7","37","250","300","50","right","73.75","true","1396.2000000029802","3","yes","right","right","73.75","true","true","1262.8999999910593","","","","","","","",""
"","fixation","html-keyboard-response","372","513024","0.0-114.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","373","513529","0.0-114.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","374","515441","0.0-114.0-2.0","1910.1000000089407","Confidence judgement (first response)","","","-1","-1","","","","right","54.5","50","54.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","375","516090","0.0-114.0-4.0-0.0","648","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","376","516892","0.0-114.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","377","518707","0.0-114.0-6.0","1813.1000000089407","Confidence judgment (second response)","","","-1","-1","","","","right","63.5","50","63.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","378","518709","0.0-115.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","8","38","250","300","50","right","54.5","true","1910.1000000089407","2","yes","right","right","63.5","true","true","1813.1000000089407","","","","","","","",""
"","fixation","html-keyboard-response","379","520051","0.0-116.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","380","520555","0.0-116.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","381","521710","0.0-116.0-2.0","1152.3999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","81.5","81.5","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","382","522873","0.0-116.0-5.0-0.0","1162","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","383","523675","0.0-116.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","384","524992","0.0-116.0-6.0","1314.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","81.5","81.5","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","385","524994","0.0-117.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","2","9","39","300","250","50","left","81.5","true","1152.3999999910593","3","yes","right","left","81.5","false","true","1314.7999999970198","","","","","","","",""
"","fixation","html-keyboard-response","386","526266","0.0-118.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","387","526770","0.0-118.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","388","528259","0.0-118.0-2.0","1486.699999988079","Confidence judgement (first response)","","","-1","-1","","","","right","56.5","50","56.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","389","529024","0.0-118.0-4.0-0.0","764","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","390","529827","0.0-118.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","391","531992","0.0-118.0-6.0","2161.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","52.5","52.5","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
