"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"719","noAdvice","0","no_advice_display","html-button-response","254","660983","0.0-57.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","255","661800","0.0-57.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2028","Confidence judgment (second response)","","confidence_second","html-keyboard-response","256","663831","0.0-57.0-6.0","31","non-binary","","-1","-1","","","","left","93.5","93.5","50","false","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","257","663835","0.0-58.0","31","non-binary","","","","","","","","","","","","","","","1","6","21","238","300","62","right","96.25","3","yes","left","left","93.5","false","","","","","",""
"1252","attncheck","1","attncheck","html-button-response","258","665090","0.0-59.0","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","",""
"null","fixation","null","fixation","html-keyboard-response","259","665420","0.0-60.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=238, diff=62]","null","numerosity","html-keyboard-response","260","665934","0.0-60.0-1.0","31","non-binary","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1584","Confidence judgement (first response)","","confidence_first","html-keyboard-response","261","667520","0.0-60.0-2.0","31","non-binary","","-1","-1","","","","left","97.5","97.5","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"1116","[advice choice Y,N]","0","advice_choice","html-button-response","262","668636","0.0-60.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","263","669446","0.0-60.0-3.0-1.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1642","Confidence judgment (second response)","","confidence_second","html-keyboard-response","264","671091","0.0-60.0-6.0","31","non-binary","","-1","-1","","","","right","80.25","50","80.25","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","265","671095","0.0-61.0","31","non-binary","","","","","","","","","","","","","","","1","7","22","300","238","62","left","97.5","1","yes","left","right","80.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","266","671513","0.0-62.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","267","672027","0.0-62.0-1.0","31","non-binary","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1499","Confidence judgement (first response)","","confidence_first","html-keyboard-response","268","673527","0.0-62.0-2.0","31","non-binary","","-1","-1","","","","left","94.75","94.75","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"1107","[advice choice Y,N]","1","advice_choice","html-button-response","269","674636","0.0-62.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","270","675448","0.0-62.0-3.0-2.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"904","Confidence judgment (second response)","","confidence_second","html-keyboard-response","271","676356","0.0-62.0-6.0","31","non-binary","","-1","-1","","","","left","94.75","94.75","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","272","676361","0.0-63.0","31","non-binary","","","","","","","","","","","","","","","1","8","23","300","237","63","left","94.75","1","no","left","left","94.75","true","","","","","",""
"931","block message","0","block_message","html-button-response","273","677295","0.0-64.0","31","non-binary","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","274","677786","0.0-65.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","275","678304","0.0-65.0-1.0","31","non-binary","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1693","Confidence judgement (first response)","","confidence_first","html-keyboard-response","276","680001","0.0-65.0-2.0","31","non-binary","","-1","-1","","","","left","97","97","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"940","noAdvice","0","no_advice_display","html-button-response","277","680944","0.0-65.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","278","681754","0.0-65.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1062","Confidence judgment (second response)","","confidence_second","html-keyboard-response","279","682817","0.0-65.0-6.0","31","non-binary","","-1","-1","","","","left","92.75","92.75","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","280","682819","0.0-66.0","31","non-binary","","","","","","","","","","","","","","","1","9","24","300","237","63","left","97","3","no","left","left","92.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","281","683213","0.0-67.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","282","683729","0.0-67.0-1.0","31","non-binary","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1039","Confidence judgement (first response)","","confidence_first","html-keyboard-response","283","684771","0.0-67.0-2.0","31","non-binary","","-1","-1","","","","right","91.25","50","91.25","true","62","","","","","","","","","","","","","","","","","","","","","",""
"759","noAdvice","0","no_advice_display","html-button-response","284","685533","0.0-67.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","285","686348","0.0-67.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1352","Confidence judgment (second response)","","confidence_second","html-keyboard-response","286","687702","0.0-67.0-6.0","31","non-binary","","-1","-1","","","","left","94.5","94.5","50","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","287","687704","0.0-68.0","31","non-binary","","","","","","","","","","","","","","","1","10","25","238","300","62","right","91.25","3","no","left","left","94.5","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","288","688034","0.0-69.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","289","688546","0.0-69.0-1.0","31","non-binary","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1285","Confidence judgement (first response)","","confidence_first","html-keyboard-response","290","689831","0.0-69.0-2.0","31","non-binary","","-1","-1","","","","left","96.75","96.75","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"861","noAdvice","0","no_advice_display","html-button-response","291","690694","0.0-69.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","292","691581","0.0-69.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1115","Confidence judgment (second response)","","confidence_second","html-keyboard-response","293","692698","0.0-69.0-6.0","31","non-binary","","-1","-1","","","","left","91","91","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","294","692703","0.0-70.0","31","non-binary","","","","","","","","","","","","","","","1","11","26","300","237","63","left","96.75","3","no","left","left","91","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","295","693196","0.0-71.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","296","693709","0.0-71.0-1.0","31","non-binary","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1866","Confidence judgement (first response)","","confidence_first","html-keyboard-response","297","695577","0.0-71.0-2.0","31","non-binary","","-1","-1","","","","right","87","50","87","true","62","","","","","","","","","","","","","","","","","","","","","",""
"755","noAdvice","0","no_advice_display","html-button-response","298","696334","0.0-71.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","299","697137","0.0-71.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1529","Confidence judgment (second response)","","confidence_second","html-keyboard-response","300","698668","0.0-71.0-6.0","31","non-binary","","-1","-1","","","","left","95","95","50","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","301","698674","0.0-72.0","31","non-binary","","","","","","","","","","","","","","","1","12","27","238","300","62","right","87","3","no","left","left","95","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","302","699087","0.0-73.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","303","699601","0.0-73.0-1.0","31","non-binary","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1268","Confidence judgement (first response)","","confidence_first","html-keyboard-response","304","700871","0.0-73.0-2.0","31","non-binary","","-1","-1","","","","right","94.5","50","94.5","false","64","","","","","","","","","","","","","","","","","","","","","",""
"913","forcedAdvice","0","forced_advice_display","html-button-response","305","701786","0.0-73.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","306","702591","0.0-73.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1158","Confidence judgment (second response)","","confidence_second","html-keyboard-response","307","703750","0.0-73.0-6.0","31","non-binary","","-1","-1","","","","left","87.5","87.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","308","703752","0.0-74.0","31","non-binary","","","","","","","","","","","","","","","1","13","28","300","237","63","right","94.5","2","no","left","left","87.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","309","703990","0.0-75.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","310","704506","0.0-75.0-1.0","31","non-binary","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1272","Confidence judgement (first response)","","confidence_first","html-keyboard-response","311","705779","0.0-75.0-2.0","31","non-binary","","-1","-1","","","","left","99.75","99.75","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"1234","[advice choice Y,N]","0","advice_choice","html-button-response","312","707015","0.0-75.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","313","707818","0.0-75.0-3.0-1.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"623","Confidence judgment (second response)","","confidence_second","html-keyboard-response","314","708443","0.0-75.0-6.0","31","non-binary","","-1","-1","","","","left","99.75","99.75","50","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","315","708445","0.0-76.0","31","non-binary","","","","","","","","","","","","","","","1","14","29","300","236","64","left","99.75","1","yes","left","left","99.75","true","","","","","",""
"845","block message","0","block_message","html-button-response","316","709291","0.0-77.0","31","non-binary","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","317","709788","0.0-78.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","318","710302","0.0-78.0-1.0","31","non-binary","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1082","Confidence judgement (first response)","","confidence_first","html-keyboard-response","319","711384","0.0-78.0-2.0","31","non-binary","","-1","-1","","","","right","93.5","50","93.5","true","63","","","","","","","","","","","","","","","","","","","","","",""
"705","forcedAdvice","0","forced_advice_display","html-button-response","320","712091","0.0-78.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","321","712896","0.0-78.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"888","Confidence judgment (second response)","","confidence_second","html-keyboard-response","322","713787","0.0-78.0-6.0","31","non-binary","","-1","-1","","","","left","87.25","87.25","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","323","713792","0.0-79.0","31","non-binary","","","","","","","","","","","","","","","2","0","30","237","300","63","right","93.5","2","yes","right","left","87.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","324","714152","0.0-80.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","325","714664","0.0-80.0-1.0","31","non-binary","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1131","Confidence judgement (first response)","","confidence_first","html-keyboard-response","326","715797","0.0-80.0-2.0","31","non-binary","","-1","-1","","","","left","96","96","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"748","[advice choice Y,N]","1","advice_choice","html-button-response","327","716546","0.0-80.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","328","717361","0.0-80.0-3.0-2.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","Confidence judgment (second response)","","confidence_second","html-keyboard-response","329","718602","0.0-80.0-6.0","31","non-binary","","-1","-1","","","","right","80","50","80","false","65","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","330","718603","0.0-81.0","31","non-binary","","","","","","","","","","","","","","","2","1","31","300","236","64","left","96","1","no","right","right","80","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","331","718932","0.0-82.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=235, diff=65]","null","numerosity","html-keyboard-response","332","719444","0.0-82.0-1.0","31","non-binary","","-1","-1","300","235","65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1091","Confidence judgement (first response)","","confidence_first","html-keyboard-response","333","720537","0.0-82.0-2.0","31","non-binary","","-1","-1","","","","left","90","90","50","true","65","","","","","","","","","","","","","","","","","","","","","",""
"913","forcedAdvice","0","forced_advice_display","html-button-response","334","721451","0.0-82.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","335","722263","0.0-82.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"673","Confidence judgment (second response)","","confidence_second","html-keyboard-response","336","722938","0.0-82.0-6.0","31","non-binary","","-1","-1","","","","left","90","90","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","337","722944","0.0-83.0","31","non-binary","","","","","","","","","","","","","","","2","2","32","300","235","65","left","90","2","no","left","left","90","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","338","723371","0.0-84.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","339","723887","0.0-84.0-1.0","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1012","Confidence judgement (first response)","","confidence_first","html-keyboard-response","340","724902","0.0-84.0-2.0","31","non-binary","","-1","-1","","","","right","91.25","50","91.25","true","64","","","","","","","","","","","","","","","","","","","","","",""
"777","forcedAdvice","0","forced_advice_display","html-button-response","341","725681","0.0-84.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","342","726490","0.0-84.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1357","Confidence judgment (second response)","","confidence_second","html-keyboard-response","343","727850","0.0-84.0-6.0","31","non-binary","","-1","-1","","","","right","98.75","50","98.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","344","727851","0.0-85.0","31","non-binary","","","","","","","","","","","","","","","2","3","33","236","300","64","right","91.25","2","no","right","right","98.75","true","","","","","",""
"951","block message","0","block_message","html-button-response","345","728803","0.0-86.0","31","non-binary","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"1279","attncheck","2","attncheck","html-button-response","346","730084","0.0-87.0","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"null","fixation","null","fixation","html-keyboard-response","347","730310","0.0-88.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","348","730822","0.0-88.0-1.0","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1293","Confidence judgement (first response)","","confidence_first","html-keyboard-response","349","732118","0.0-88.0-2.0","31","non-binary","","-1","-1","","","","right","97.75","50","97.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"887","forcedAdvice","0","forced_advice_display","html-button-response","350","733009","0.0-88.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","351","733825","0.0-88.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1207","Confidence judgment (second response)","","confidence_second","html-keyboard-response","352","735034","0.0-88.0-6.0","31","non-binary","","-1","-1","","","","right","84.5","50","84.5","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","353","735039","0.0-89.0","31","non-binary","","","","","","","","","","","","","","","2","4","34","236","300","64","right","97.75","2","no","right","right","84.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","354","735319","0.0-90.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","355","735829","0.0-90.0-1.0","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1252","Confidence judgement (first response)","","confidence_first","html-keyboard-response","356","737083","0.0-90.0-2.0","31","non-binary","","-1","-1","","","","right","93.5","50","93.5","true","63","","","","","","","","","","","","","","","","","","","","","",""
"859","[advice choice Y,N]","1","advice_choice","html-button-response","357","737945","0.0-90.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","358","738748","0.0-90.0-3.0-2.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"986","Confidence judgment (second response)","","confidence_second","html-keyboard-response","359","739736","0.0-90.0-6.0","31","non-binary","","-1","-1","","","","left","91.5","91.5","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","360","739737","0.0-91.0","31","non-binary","","","","","","","","","","","","","","","2","5","35","236","300","64","right","93.5","1","no","right","left","91.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","361","740134","0.0-92.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","362","740650","0.0-92.0-1.0","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557","Confidence judgement (first response)","","confidence_first","html-keyboard-response","363","742207","0.0-92.0-2.0","31","non-binary","","-1","-1","","","","right","93.75","50","93.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"962","noAdvice","0","no_advice_display","html-button-response","364","743172","0.0-92.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","365","743976","0.0-92.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1646","Confidence judgment (second response)","","confidence_second","html-keyboard-response","366","745626","0.0-92.0-6.0","31","non-binary","","-1","-1","","","","right","87.75","50","87.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","367","745629","0.0-93.0","31","non-binary","","","","","","","","","","","","","","","2","6","36","236","300","64","right","93.75","3","no","right","right","87.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","368","745902","0.0-94.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","369","746418","0.0-94.0-1.0","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1415","Confidence judgement (first response)","","confidence_first","html-keyboard-response","370","747836","0.0-94.0-2.0","31","non-binary","","-1","-1","","","","right","92.5","50","92.5","true","64","","","","","","","","","","","","","","","","","","","","","",""
"875","[advice choice Y,N]","1","advice_choice","html-button-response","371","748714","0.0-94.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","372","749529","0.0-94.0-3.0-2.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1039","Confidence judgment (second response)","","confidence_second","html-keyboard-response","373","750569","0.0-94.0-6.0","31","non-binary","","-1","-1","","","","left","82.25","82.25","50","false","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","374","750571","0.0-95.0","31","non-binary","","","","","","","","","","","","","","","2","7","37","236","300","64","right","92.5","1","no","right","left","82.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","375","750852","0.0-96.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","376","751368","0.0-96.0-1.0","31","non-binary","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1535","Confidence judgement (first response)","","confidence_first","html-keyboard-response","377","752905","0.0-96.0-2.0","31","non-binary","","-1","-1","","","","left","98.25","98.25","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"1091","[advice choice Y,N]","0","advice_choice","html-button-response","378","753998","0.0-96.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","379","754822","0.0-96.0-3.0-1.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1411","Confidence judgment (second response)","","confidence_second","html-keyboard-response","380","756234","0.0-96.0-6.0","31","non-binary","","-1","-1","","","","left","96.5","96.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","381","756237","0.0-97.0","31","non-binary","","","","","","","","","","","","","","","2","8","38","300","236","64","left","98.25","1","yes","left","left","96.5","true","","","","","",""
"1008","block message","0","block_message","html-button-response","382","757248","0.0-98.0","31","non-binary","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","383","757680","0.0-99.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","384","758195","0.0-99.0-1.0","31","non-binary","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1550","Confidence judgement (first response)","","confidence_first","html-keyboard-response","385","759749","0.0-99.0-2.0","31","non-binary","","-1","-1","","","","right","92.25","50","92.25","false","65","","","","","","","","","","","","","","","","","","","","","",""
"834","noAdvice","0","no_advice_display","html-button-response","386","760585","0.0-99.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","387","761404","0.0-99.0-5.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1554","Confidence judgment (second response)","","confidence_second","html-keyboard-response","388","762961","0.0-99.0-6.0","31","non-binary","","-1","-1","","","","left","94.5","94.5","50","true","65","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","389","762963","0.0-100.0","31","non-binary","","","","","","","","","","","","","","","2","9","39","300","236","64","right","92.25","3","yes","left","left","94.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","390","763268","0.0-101.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=235, diff=65]","null","numerosity","html-keyboard-response","391","763786","0.0-101.0-1.0","31","non-binary","","-1","-1","300","235","65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1299","Confidence judgement (first response)","","confidence_first","html-keyboard-response","392","765089","0.0-101.0-2.0","31","non-binary","","-1","-1","","","","left","96","96","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"849","noAdvice","0","no_advice_display","html-button-response","393","765942","0.0-101.0-5.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
